n,accuracy,f1 score
10.0,0.9203539823008849,0.9224137931034483
20.0,0.9203539823008849,0.9224137931034483
30.0,0.9203539823008849,0.9224137931034483
40.0,0.9203539823008849,0.9224137931034483
50.0,0.9203539823008849,0.9224137931034483
60.0,0.9203539823008849,0.9224137931034483
70.0,0.9203539823008849,0.9224137931034483
80.0,0.9203539823008849,0.9224137931034483
90.0,0.9203539823008849,0.9224137931034483
100.0,0.9203539823008849,0.9224137931034483
110.0,0.9203539823008849,0.9224137931034483
120.0,0.9203539823008849,0.9224137931034483
130.0,0.9203539823008849,0.9224137931034483
140.0,0.9203539823008849,0.9224137931034483
150.0,0.9203539823008849,0.9224137931034483
160.0,0.9203539823008849,0.9224137931034483
170.0,0.9203539823008849,0.9224137931034483
180.0,0.9203539823008849,0.9224137931034483
190.0,0.9203539823008849,0.9224137931034483
200.0,0.9203539823008849,0.9224137931034483
