n,accuracy,f1 score
10.0,0.9675925925925926,0.9680365296803655
20.0,0.9675925925925926,0.9680365296803655
30.0,0.9722222222222222,0.9724770642201834
40.0,0.9629629629629629,0.9636363636363636
50.0,0.9722222222222222,0.9724770642201834
60.0,0.9722222222222222,0.9724770642201834
70.0,0.9722222222222222,0.9724770642201834
80.0,0.9768518518518519,0.9769585253456222
90.0,0.9768518518518519,0.9769585253456222
100.0,0.9768518518518519,0.9769585253456222
110.0,0.9768518518518519,0.9769585253456222
120.0,0.9768518518518519,0.9769585253456222
130.0,0.9768518518518519,0.9769585253456222
140.0,0.9768518518518519,0.9769585253456222
150.0,0.9675925925925926,0.9680365296803655
160.0,0.9675925925925926,0.9680365296803655
170.0,0.9675925925925926,0.9680365296803655
180.0,0.9675925925925926,0.9680365296803655
190.0,0.9675925925925926,0.9680365296803655
200.0,0.9675925925925926,0.9680365296803655
