n,accuracy,f1 score
10.0,0.7168141592920354,0.7009345794392523
20.0,0.7256637168141593,0.7155963302752294
30.0,0.7433628318584071,0.7363636363636364
40.0,0.7389380530973452,0.730593607305936
50.0,0.7256637168141593,0.7181818181818181
60.0,0.7345132743362832,0.7297297297297297
70.0,0.7300884955752213,0.7214611872146119
80.0,0.7345132743362832,0.7272727272727274
90.0,0.7300884955752213,0.7214611872146119
100.0,0.7300884955752213,0.7214611872146119
110.0,0.7345132743362832,0.7272727272727274
120.0,0.7345132743362832,0.7272727272727274
130.0,0.7300884955752213,0.7214611872146119
140.0,0.7300884955752213,0.7239819004524887
150.0,0.7300884955752213,0.7239819004524887
160.0,0.7300884955752213,0.7239819004524887
170.0,0.7345132743362832,0.7297297297297297
180.0,0.7345132743362832,0.7297297297297297
190.0,0.7345132743362832,0.7297297297297297
200.0,0.7345132743362832,0.7297297297297297
