n,accuracy,f1 score
10.0,0.915929203539823,0.9170305676855894
20.0,0.911504424778761,0.9130434782608695
30.0,0.915929203539823,0.9170305676855894
40.0,0.911504424778761,0.9130434782608695
50.0,0.911504424778761,0.9130434782608695
60.0,0.911504424778761,0.9130434782608695
70.0,0.915929203539823,0.9170305676855894
80.0,0.9203539823008849,0.9210526315789473
90.0,0.9203539823008849,0.9210526315789473
100.0,0.9247787610619469,0.9251101321585904
110.0,0.9292035398230089,0.9292035398230089
120.0,0.9292035398230089,0.9292035398230089
130.0,0.9292035398230089,0.9292035398230089
140.0,0.9292035398230089,0.9292035398230089
150.0,0.9292035398230089,0.9292035398230089
160.0,0.9292035398230089,0.9292035398230089
170.0,0.9292035398230089,0.9292035398230089
180.0,0.9247787610619469,0.9251101321585904
190.0,0.9247787610619469,0.9251101321585904
200.0,0.9203539823008849,0.9210526315789473
