Gamma in kernel function,Regularization parameter,accuracy,f1 score
0.5,0.5,0.7256637168141593,0.7129629629629629
0.5,1.0,0.7168141592920354,0.7142857142857142
0.5,5.0,0.6902654867256637,0.6818181818181819
0.5,10.0,0.6946902654867256,0.6905829596412556
1.0,0.5,0.6858407079646017,0.6395939086294417
1.0,1.0,0.6858407079646017,0.6502463054187191
1.0,5.0,0.6769911504424779,0.6507177033492824
1.0,10.0,0.6858407079646017,0.6602870813397129
1.5,0.5,0.6371681415929203,0.5232558139534884
1.5,1.0,0.6858407079646017,0.6282722513089005
1.5,5.0,0.6769911504424779,0.6368159203980099
1.5,10.0,0.6769911504424779,0.6368159203980099
2.0,0.5,0.672566371681416,0.6105263157894738
2.0,1.0,0.6592920353982301,0.5698324022346368
2.0,5.0,0.6548672566371682,0.59375
2.0,10.0,0.6548672566371682,0.59375
2.5,0.5,0.5796460176991151,0.3708609271523179
2.5,1.0,0.6371681415929203,0.5287356321839081
2.5,5.0,0.6460176991150443,0.5652173913043478
2.5,10.0,0.6460176991150443,0.5652173913043478
3.0,0.5,0.5530973451327433,0.32214765100671144
3.0,1.0,0.6238938053097345,0.5029239766081871
3.0,5.0,0.6415929203539823,0.5524861878453039
3.0,10.0,0.6415929203539823,0.5524861878453039
3.5,0.5,0.5575221238938053,0.34210526315789475
3.5,1.0,0.6106194690265486,0.4698795180722891
3.5,5.0,0.6194690265486725,0.5168539325842697
3.5,10.0,0.6194690265486725,0.5168539325842697
4.0,0.5,0.5752212389380531,0.38461538461538464
4.0,1.0,0.584070796460177,0.4197530864197531
4.0,5.0,0.6194690265486725,0.5168539325842697
4.0,10.0,0.6194690265486725,0.5168539325842697
4.5,0.5,0.6061946902654868,0.6739926739926739
4.5,1.0,0.5796460176991151,0.4099378881987578
4.5,5.0,0.6150442477876106,0.5193370165745856
4.5,10.0,0.6150442477876106,0.5193370165745856
5.0,0.5,0.5707964601769911,0.6777408637873753
5.0,1.0,0.5796460176991151,0.4099378881987578
5.0,5.0,0.6194690265486725,0.6640625
5.0,10.0,0.6194690265486725,0.6640625
10.0,0.5,0.5132743362831859,0.6686746987951807
10.0,1.0,0.5486725663716814,0.6730769230769231
10.0,5.0,0.5530973451327433,0.6752411575562701
10.0,10.0,0.5530973451327433,0.6752411575562701
