交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,漲跌價,漲跌%
2024/1/2,TXO,202401W1,19700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W1,19800,買權,0.2,0.2,0.2,0.2,1,0.1,22,-,4.8,0.2,0.1,,一般,0.1,-
2024/1/2,TXO,202401W1,19800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W1,19800,賣權,-,-,-,-,0,1970,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W1,19800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,15900,買權,-,-,-,-,0,1920,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,15900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,15900,賣權,-,-,-,-,0,0.4,9,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,15900,賣權,1.4,1.5,1.4,1.5,7,-,-,-,1.4,1.6,0.3,,盤後,1.4,-
2024/1/2,TXO,202401W2,16000,買權,-,-,-,-,0,1820,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16000,賣權,-,-,-,-,0,0.6,11,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16100,買權,-,-,-,-,0,1720,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16100,賣權,0.7,0.7,0.7,0.7,35,0.7,36,-,94,1,0.7,,一般,0.5,250%
2024/1/2,TXO,202401W2,16100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16200,買權,-,-,-,-,0,1620,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16200,賣權,-,-,-,-,0,0.8,1,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16300,買權,-,-,-,-,0,1520,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16300,賣權,-,-,-,-,0,1,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16400,買權,-,-,-,-,0,1420,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16400,賣權,-,-,-,-,0,1.2,19,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16500,買權,-,-,-,-,0,1320,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16500,賣權,1.3,1.4,1.3,1.4,2,1.4,116,-,1.4,2.8,1.3,,一般,-0.4,-22.22%
2024/1/2,TXO,202401W2,16500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16600,買權,-,-,-,-,0,1220,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16600,賣權,1.5,1.6,1.3,1.3,25,1.6,64,1.1,1.6,3.2,1.3,,一般,-0.8,-38.10%
2024/1/2,TXO,202401W2,16600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16700,買權,-,-,-,-,0,1120,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16700,賣權,1.8,2.5,1.8,1.8,55,1.8,133,0.4,2.6,3.5,1.8,,一般,-0.6,-25%
2024/1/2,TXO,202401W2,16700,賣權,2.7,2.7,2.7,2.7,4,-,-,-,2.6,3.5,2.3,,盤後,0.3,12.50%
2024/1/2,TXO,202401W2,16800,買權,-,-,-,-,0,1020,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16800,賣權,2.4,2.6,2,2.1,17,2.1,963,0.8,2.1,4.5,1.9,,一般,-0.6,-22.22%
2024/1/2,TXO,202401W2,16800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16900,買權,-,-,-,-,0,920,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,16900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,16900,賣權,3,3,2.3,2.3,43,2.3,221,2.2,2.3,5.9,2.3,,一般,-0.9,-28.13%
2024/1/2,TXO,202401W2,16900,賣權,2.9,3,2.9,3,2,-,-,0.1,3.1,5.9,2.5,,盤後,-0.2,-6.25%
2024/1/2,TXO,202401W2,17000,買權,-,-,-,-,0,820,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,17000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,17000,賣權,3.5,4,2.7,2.7,271,2.7,486,2.6,2.8,10,2.2,,一般,-1.4,-34.15%
2024/1/2,TXO,202401W2,17000,賣權,4,4.2,2.2,2.2,82,-,-,2.2,3.9,10,2.2,,盤後,-1.9,-46.34%
2024/1/2,TXO,202401W2,17100,買權,-,-,-,-,0,720,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,17100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,17100,賣權,4.2,5.4,3.3,3.6,229,3.6,257,3.5,3.7,11.5,3.3,,一般,-1.7,-32.08%
2024/1/2,TXO,202401W2,17100,賣權,5.1,5.6,4.9,5.6,33,-,-,4.2,5.6,11.5,4.7,,盤後,0.3,5.66%
2024/1/2,TXO,202401W2,17200,買權,-,-,-,-,0,620,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,17200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,17200,賣權,4.2,7.9,4.2,5.1,244,5.1,556,4.6,5.2,21,4.2,,一般,-2.5,-32.89%
2024/1/2,TXO,202401W2,17200,賣權,7.5,8,7,7,22,-,-,6.9,7.9,21,7,,盤後,-0.6,-7.89%
2024/1/2,TXO,202401W2,17250,買權,-,-,-,-,0,570,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,17250,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,17250,賣權,5.5,9.7,5.5,6.6,169,6.6,307,5,6.7,21.5,4,,一般,-2.2,-25%
2024/1/2,TXO,202401W2,17250,賣權,8,11,4,10.5,8,-,-,5,9.9,21.5,4,,盤後,1.7,19.32%
2024/1/2,TXO,202401W2,17300,買權,-,-,-,-,0,520,6,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,17300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,17300,賣權,10,12,7,7.5,448,7.5,2278,7,8,30,6,,一般,-3.5,-31.82%
2024/1/2,TXO,202401W2,17300,賣權,10.5,17,6,13,77,-,-,9.3,11.5,30,6,,盤後,2,18.18%
2024/1/2,TXO,202401W2,17350,買權,-,-,-,-,0,480,2,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,17350,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,17350,賣權,11,15.5,8.6,9.8,575,9.8,631,9,10.5,33,8.5,,一般,-3.7,-27.41%
2024/1/2,TXO,202401W2,17350,賣權,12.5,17,8.5,13,60,-,-,9.7,14,33,8.5,,盤後,-0.5,-3.70%
2024/1/2,TXO,202401W2,17400,買權,382,382,382,382,5,433,8,426,445,462,382,,一般,-113,-22.83%
2024/1/2,TXO,202401W2,17400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,17400,賣權,14,20.5,10.5,13,840,13,1159,12.5,13.5,44,10.5,,一般,-4,-23.53%
2024/1/2,TXO,202401W2,17400,賣權,16.5,24.5,16.5,21,111,-,-,17,21,44,15.5,,盤後,4,23.53%
2024/1/2,TXO,202401W2,17450,買權,339,367,339,367,6,387,5,381,390,367,339,,一般,-82,-18.26%
2024/1/2,TXO,202401W2,17450,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,17450,賣權,20,26,13.5,17,1689,17,1713,16,17,53,13.5,,一般,-4,-19.05%
2024/1/2,TXO,202401W2,17450,賣權,21,33,21,21.5,83,-,-,21.5,32.5,53,18,,盤後,0.5,2.38%
2024/1/2,TXO,202401W2,17500,買權,373,373,309,332,26,341,41,334,347,420,309,,一般,-76,-18.63%
2024/1/2,TXO,202401W2,17500,買權,402,402,350,350,3,-,-,185,-,420,350,,盤後,-58,-14.22%
2024/1/2,TXO,202401W2,17500,賣權,28,33.5,17,21.5,1618,21.5,1106,21.5,23,50,17,,一般,-5.5,-20.37%
2024/1/2,TXO,202401W2,17500,賣權,26,38,25,29,121,-,-,28.5,36,50,25,,盤後,2,7.41%
2024/1/2,TXO,202401W2,17550,買權,352,352,270,270,7,300,7,291,305,352,270,,一般,-92,-25.41%
2024/1/2,TXO,202401W2,17550,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,17550,賣權,39,43.5,22,30.5,866,30.5,1008,30,36,70,22,,一般,-4.5,-12.86%
2024/1/2,TXO,202401W2,17550,賣權,34.5,52,32,37.5,144,-,-,37,40.5,70,32,,盤後,2.5,7.14%
2024/1/2,TXO,202401W2,17600,買權,343,343,228,228,75,258,87,251,267,343,228,,一般,-95,-29.41%
2024/1/2,TXO,202401W2,17600,買權,311,316,260,284,10,-,-,80,-,332,260,,盤後,-39,-12.07%
2024/1/2,TXO,202401W2,17600,賣權,45,56,28.5,38,1700,38,1206,39,40,85,28.5,,一般,-4.5,-10.59%
2024/1/2,TXO,202401W2,17600,賣權,42,66,41.5,45,161,-,-,45,49.5,85,39,,盤後,2.5,5.88%
2024/1/2,TXO,202401W2,17650,買權,286,286,191,220,171,220,135,213,233,290,191,,一般,-68,-23.61%
2024/1/2,TXO,202401W2,17650,買權,235,235,227,231,9,-,-,101,-,290,227,,盤後,-57,-19.79%
2024/1/2,TXO,202401W2,17650,賣權,55,71,36,51,543,51,463,50,59,89,36,,一般,-2,-3.77%
2024/1/2,TXO,202401W2,17650,賣權,54,83,52,60,110,-,-,58,68,89,49.5,,盤後,7,13.21%
2024/1/2,TXO,202401W2,17700,買權,254,268,155,182,377,182,227,178,181,270,155,,一般,-66,-26.61%
2024/1/2,TXO,202401W2,17700,買權,246,249,194,215,35,-,-,181,243,270,194,,盤後,-33,-13.31%
2024/1/2,TXO,202401W2,17700,賣權,73,89,47,67,1146,67,1002,66,69,106,47,,一般,-1,-1.47%
2024/1/2,TXO,202401W2,17700,賣權,68,100,66,76,174,-,-,75,100,106,62,,盤後,8,11.76%
2024/1/2,TXO,202401W2,17750,買權,213,228,126,149,221,149,149,146,152,228,126,,一般,-65,-30.37%
2024/1/2,TXO,202401W2,17750,買權,213,213,156,179,52,-,-,180,210,226,156,,盤後,-35,-16.36%
2024/1/2,TXO,202401W2,17750,賣權,84,110,15,85,689,85,386,84,89,125,15,,一般,0,0.00%
2024/1/2,TXO,202401W2,17750,賣權,82,122,80,95,146,-,-,93,124,125,76,,盤後,10,11.76%
2024/1/2,TXO,202401W2,17800,買權,162,200,100,119,740,119,491,118,121,200,100,,一般,-61,-33.89%
2024/1/2,TXO,202401W2,17800,買權,172,176,129,156,135,-,-,155,160,195,129,,盤後,-24,-13.33%
2024/1/2,TXO,202401W2,17800,賣權,100,135,75,106,1154,106,541,104,107,174,75,,一般,5,4.95%
2024/1/2,TXO,202401W2,17800,賣權,100,148,99,116,189,-,-,113,134,174,92,,盤後,15,14.85%
2024/1/2,TXO,202401W2,17850,買權,131,167,79,96,862,96,535,95,96,167,79,,一般,-54,-36%
2024/1/2,TXO,202401W2,17850,買權,147,154,104,121,153,-,-,120,148,167,104,,盤後,-29,-19.33%
2024/1/2,TXO,202401W2,17850,賣權,119,162,93,128,402,128,176,129,146,174,93,,一般,7,5.79%
2024/1/2,TXO,202401W2,17850,賣權,122,166,119,140,74,-,-,134,157,174,111,,盤後,19,15.70%
2024/1/2,TXO,202401W2,17900,買權,117,141,60,74,1299,74,806,73,77,141,60,,一般,-51,-40.80%
2024/1/2,TXO,202401W2,17900,買權,126,128,86,107,156,-,-,100,122,139,86,,盤後,-18,-14.40%
2024/1/2,TXO,202401W2,17900,賣權,140,195,114,162,255,162,142,158,174,238,114,,一般,13,8.72%
2024/1/2,TXO,202401W2,17900,賣權,146,202,143,173,230,-,-,163,203,238,138,,盤後,24,16.11%
2024/1/2,TXO,202401W2,17950,買權,90,113,45.5,56,1309,56,773,55,57,119,45.5,,一般,-45,-44.55%
2024/1/2,TXO,202401W2,17950,買權,103,104,70,89,249,-,-,81,98,119,70,,盤後,-12,-11.88%
2024/1/2,TXO,202401W2,17950,賣權,175,218,137,191,61,191,48,190,205,236,137,,一般,17,9.77%
2024/1/2,TXO,202401W2,17950,賣權,170,236,170,236,211,-,-,182,238,236,161,,盤後,62,35.63%
2024/1/2,TXO,202401W2,18000,買權,70,91,33,41,2432,41,1867,40,41.5,95,33,,一般,-42,-50.60%
2024/1/2,TXO,202401W2,18000,買權,83,84,56,75,548,-,-,64,76,95,55,,盤後,-8,-9.64%
2024/1/2,TXO,202401W2,18000,賣權,184,266,166,224,241,224,204,225,239,271,166,,一般,15,7.18%
2024/1/2,TXO,202401W2,18000,賣權,199,271,199,235,66,-,-,221,260,271,196,,盤後,26,12.44%
2024/1/2,TXO,202401W2,18050,買權,56,71,22.5,30,1852,30,1180,28,32.5,75,22.5,,一般,-36,-54.55%
2024/1/2,TXO,202401W2,18050,買權,64,68,44,60,136,-,-,52,62,75,44,,盤後,-6,-9.09%
2024/1/2,TXO,202401W2,18050,賣權,236,295,206,279,32,264,26,264,276,295,206,,一般,40,16.74%
2024/1/2,TXO,202401W2,18050,賣權,245,285,240,285,14,-,-,241,307,285,239,,盤後,46,19.25%
2024/1/2,TXO,202401W2,18100,買權,51,56,16,21,4109,21,4051,20,20.5,61,16,,一般,-30,-58.82%
2024/1/2,TXO,202401W2,18100,買權,50,52,34.5,40,487,-,-,41,55,61,28.5,,盤後,-11,-21.57%
2024/1/2,TXO,202401W2,18100,賣權,295,350,232,350,120,305,38,305,319,351,232,,一般,75,27.27%
2024/1/2,TXO,202401W2,18100,賣權,271,351,268,351,66,-,-,250,360,351,268,,盤後,76,27.64%
2024/1/2,TXO,202401W2,18150,買權,31.5,42.5,11,14,1760,14,1353,13.5,15,46.5,11,,一般,-24.5,-63.64%
2024/1/2,TXO,202401W2,18150,買權,38.5,41,27,34.5,117,-,-,27.5,35.5,46.5,26,,盤後,-4,-10.39%
2024/1/2,TXO,202401W2,18150,賣權,325,380,325,380,3,345,3,331,371,380,325,,一般,73,23.78%
2024/1/2,TXO,202401W2,18150,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,18200,買權,20.5,32,7.6,9.4,1841,9.4,1307,9.4,9.9,36,7.6,,一般,-21.1,-69.18%
2024/1/2,TXO,202401W2,18200,買權,29.5,30.5,19.5,25,235,-,-,25,26.5,36,18.5,,盤後,-5.5,-18.03%
2024/1/2,TXO,202401W2,18200,賣權,338,435,303,395,28,395,12,376,416,435,303,,一般,43,12.22%
2024/1/2,TXO,202401W2,18200,賣權,345,425,345,425,56,-,-,266,468,425,345,,盤後,73,20.74%
2024/1/2,TXO,202401W2,18250,買權,18,23.5,5.2,6.5,883,6.5,1004,6.1,6.9,27.5,5.2,,一般,-16.5,-71.74%
2024/1/2,TXO,202401W2,18250,買權,20.5,24,10,16.5,83,-,-,16,19,27.5,10,,盤後,-6.5,-28.26%
2024/1/2,TXO,202401W2,18250,賣權,368,368,346,346,5,436,5,423,462,368,346,,一般,-49,-12.41%
2024/1/2,TXO,202401W2,18250,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,18300,買權,14.5,17,3.8,4.7,750,4.7,1609,4.5,5,20,3.8,,一般,-13.3,-73.89%
2024/1/2,TXO,202401W2,18300,買權,16,19,9.6,13.5,146,-,-,12,14.5,20,6.6,,盤後,-4.5,-25%
2024/1/2,TXO,202401W2,18300,賣權,-,-,-,-,0,485,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,18300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,18350,買權,8.7,12,2.9,3.5,280,3.5,258,2.5,3.4,15.5,2.9,,一般,-10,-74.07%
2024/1/2,TXO,202401W2,18350,買權,11.5,13.5,7,10,67,-,-,8,11,15.5,7,,盤後,-3.5,-25.93%
2024/1/2,TXO,202401W2,18350,賣權,-,-,-,-,0,535,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,18350,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,18400,買權,8,8.3,1.9,2.4,511,2.4,459,1.9,2.4,12,1.9,,一般,-6.7,-73.63%
2024/1/2,TXO,202401W2,18400,買權,8.4,8.8,5.8,7.6,69,-,-,7.4,7.6,12,5.8,,盤後,-1.5,-16.48%
2024/1/2,TXO,202401W2,18400,賣權,-,-,-,-,0,585,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,18400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,18450,買權,4.9,5.3,1.7,1.8,92,1.8,57,0.9,1.8,5.3,1.7,,一般,-5.7,-76%
2024/1/2,TXO,202401W2,18450,賣權,-,-,-,-,0,635,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,18500,買權,4,4.8,0.9,1.7,79,1.7,187,0.5,2.2,6.8,0.9,,一般,-3.9,-69.64%
2024/1/2,TXO,202401W2,18500,買權,1.6,4.9,1.6,4.9,4,-,-,2.1,5,6.8,1.6,,盤後,-0.7,-12.50%
2024/1/2,TXO,202401W2,18500,賣權,-,-,-,-,0,680,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,18500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,18600,買權,2.7,2.7,0.5,1.1,112,1.1,196,-,1.4,4.4,0.5,,一般,-2.3,-67.65%
2024/1/2,TXO,202401W2,18600,買權,3.4,3.4,3.4,3.4,10,-,-,1.2,3,4.4,1.3,,盤後,0,0.00%
2024/1/2,TXO,202401W2,18600,賣權,-,-,-,-,0,780,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,18600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,18700,買權,1.1,1.1,1,1,141,1,163,-,1.6,2.5,1,,一般,-1.3,-56.52%
2024/1/2,TXO,202401W2,18700,買權,2.3,2.3,2,2,26,-,-,0.9,1.9,2.5,1.5,,盤後,-0.3,-13.04%
2024/1/2,TXO,202401W2,18700,賣權,-,-,-,-,0,880,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,18700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,18800,買權,1.1,1.2,1.1,1.2,200,0.8,212,-,1,1.5,1.1,,一般,-0.1,-7.69%
2024/1/2,TXO,202401W2,18800,買權,1.5,1.5,1.5,1.5,3,-,-,-,1.3,1.5,1.3,,盤後,0.2,15.38%
2024/1/2,TXO,202401W2,18800,賣權,-,-,-,-,0,980,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,18800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,18900,買權,0.8,0.8,0.4,0.4,71,0.4,231,-,1,1.3,0.4,,一般,-0.5,-55.56%
2024/1/2,TXO,202401W2,18900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,18900,賣權,-,-,-,-,0,1080,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,18900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19000,買權,-,-,-,-,0,0.1,49,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19000,賣權,-,-,-,-,0,1180,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19100,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19100,賣權,-,-,-,-,0,1280,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19200,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19200,賣權,-,-,-,-,0,1380,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19300,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19300,賣權,-,-,-,-,0,1480,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19400,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19400,賣權,-,-,-,-,0,1580,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19500,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19500,賣權,-,-,-,-,0,1680,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19600,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19600,賣權,-,-,-,-,0,1780,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19700,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19700,賣權,-,-,-,-,0,1880,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401W2,19800,買權,0.5,0.5,0.2,0.2,7,0.1,10,-,5,2.1,0.1,,一般,0.1,-
2024/1/2,TXO,202401W2,19800,買權,0.7,1,0.6,1,3,-,-,-,175,2.1,0.1,,盤後,0.9,-
2024/1/2,TXO,202401W2,19800,賣權,-,-,-,-,0,1980,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401W2,19800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,13600,買權,-,-,-,-,0,4200,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,13600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,13600,賣權,0.8,0.8,0.5,0.5,738,0.5,2274,0.1,0.9,41,0.5,,一般,-0.3,-37.50%
2024/1/2,TXO,202401,13600,賣權,0.7,0.7,0.7,0.7,1,-,-,0.7,95,41,0.7,,盤後,-0.1,-12.50%
2024/1/2,TXO,202401,13700,買權,-,-,-,-,0,4100,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,13700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,13700,賣權,0.8,0.8,0.7,0.7,800,0.5,1372,0.1,1.6,26,0.7,,一般,-0.2,-22.22%
2024/1/2,TXO,202401,13700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,13800,買權,-,-,-,-,0,4000,2,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,13800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,13800,賣權,-,-,-,-,0,0.6,497,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,13800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,13900,買權,-,-,-,-,0,3900,8,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,13900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,13900,賣權,-,-,-,-,0,0.6,228,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,13900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14000,買權,-,-,-,-,0,3800,7,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14000,賣權,-,-,-,-,0,0.6,94,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14000,賣權,0.7,0.7,0.7,0.7,1,-,-,0.1,1780,72,0.6,,盤後,-0.3,-30%
2024/1/2,TXO,202401,14100,買權,-,-,-,-,0,3700,6,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
