交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,漲跌價,漲跌%
2024/1/2,TXO,202401,14100,賣權,-,-,-,-,0,0.6,63,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14200,買權,-,-,-,-,0,3600,6,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14200,賣權,2.1,2.1,2.1,2.1,2,0.7,319,-,5.7,77,0.8,,一般,1.1,110%
2024/1/2,TXO,202401,14200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14300,買權,-,-,-,-,0,3500,3,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14300,賣權,-,-,-,-,0,0.7,25,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14400,買權,-,-,-,-,0,3400,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14400,賣權,-,-,-,-,0,0.7,91,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14500,買權,-,-,-,-,0,3300,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14500,賣權,-,-,-,-,0,0.8,273,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14600,買權,-,-,-,-,0,3200,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14600,賣權,-,-,-,-,0,0.8,341,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14700,買權,-,-,-,-,0,3100,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14700,賣權,-,-,-,-,0,0.8,500,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14800,買權,-,-,-,-,0,3000,1,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14800,賣權,-,-,-,-,0,0.9,1224,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14900,買權,-,-,-,-,0,2900,2,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,14900,賣權,-,-,-,-,0,0.9,918,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,14900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15000,買權,-,-,-,-,0,2800,2,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15000,賣權,-,-,-,-,0,1,1335,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15000,賣權,1.3,1.3,1.3,1.3,6,-,-,-,-,171,1.3,,盤後,0,0.00%
2024/1/2,TXO,202401,15100,買權,-,-,-,-,0,2700,1,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15100,賣權,-,-,-,-,0,1,1183,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15200,買權,-,-,-,-,0,2600,4,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15200,賣權,1.1,1.1,1.1,1.1,1,1.1,3548,0.6,10,209,1.1,,一般,-0.7,-38.89%
2024/1/2,TXO,202401,15200,賣權,1.8,1.8,1.8,1.8,1,-,-,0.7,2.8,209,1.5,,盤後,0,0.00%
2024/1/2,TXO,202401,15300,買權,-,-,-,-,0,2500,6,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15300,賣權,-,-,-,-,0,1.4,861,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15400,買權,-,-,-,-,0,2400,6,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15400,賣權,1.9,1.9,1.9,1.9,1,1.9,664,0.9,2.1,250,1.9,,一般,-0.1,-5%
2024/1/2,TXO,202401,15400,賣權,2,2,2,2,2,-,-,-,-,250,2,,盤後,0,0.00%
2024/1/2,TXO,202401,15500,買權,-,-,-,-,0,2300,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15500,賣權,2,2,2,2,6,2,678,1,3,279,2,,一般,-0.2,-9.09%
2024/1/2,TXO,202401,15500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15600,買權,-,-,-,-,0,2200,2,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15600,賣權,2.5,2.5,2.5,2.5,7,2.5,682,2.2,2.9,305,2.4,,一般,0,0.00%
2024/1/2,TXO,202401,15600,賣權,2.4,2.5,2.4,2.5,5,-,-,0.1,2.7,305,2.4,,盤後,0,0.00%
2024/1/2,TXO,202401,15700,買權,-,-,-,-,0,2100,1,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15700,賣權,2.8,2.9,2.5,2.7,17,2.7,446,1,2.8,318,2.5,,一般,0.1,3.85%
2024/1/2,TXO,202401,15700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15800,買權,-,-,-,-,0,2000,1,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15800,賣權,2.5,3.2,2.5,3.1,21,3.1,708,1,3.2,349,2.4,,一般,0,0.00%
2024/1/2,TXO,202401,15800,賣權,3,3,2.4,2.5,5,-,-,1,3.4,349,2.4,,盤後,-0.6,-19.35%
2024/1/2,TXO,202401,15900,買權,-,-,-,-,0,1900,4,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,15900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,15900,賣權,3.4,3.6,3.2,3.6,289,3.6,1102,2.4,3.8,407,3.2,,一般,0.3,9.09%
2024/1/2,TXO,202401,15900,賣權,3.3,3.3,3.3,3.3,50,-,-,2.4,3.5,407,3.3,,盤後,0,0.00%
2024/1/2,TXO,202401,16000,買權,-,-,-,-,0,1800,22,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,16000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,16000,賣權,3.6,4.3,3.6,4.2,140,4.2,2020,3.8,4.1,455,3.5,,一般,0.3,7.69%
2024/1/2,TXO,202401,16000,賣權,3.8,4.1,3.5,3.8,14,-,-,3.7,4.1,455,3.5,,盤後,-0.1,-2.56%
2024/1/2,TXO,202401,16100,買權,-,-,-,-,0,1700,7,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,16100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,16100,賣權,4.5,4.9,4.2,4.6,203,4.6,1709,4.2,4.7,450,3.9,,一般,0.4,9.52%
2024/1/2,TXO,202401,16100,賣權,4.3,4.4,3.9,4.4,12,-,-,3.8,4.3,450,3.9,,盤後,0.2,4.76%
2024/1/2,TXO,202401,16200,買權,-,-,-,-,0,1600,10,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,16200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,16200,賣權,4.3,5.6,4.3,5.3,207,5.3,1957,5.1,5.2,540,4,,一般,0.3,6%
2024/1/2,TXO,202401,16200,賣權,4,5,4,4.3,8,-,-,4.3,5.4,540,4,,盤後,-0.7,-14%
2024/1/2,TXO,202401,16300,買權,1490,1490,1490,1490,1,1510,5,1490,1520,1490,330,,一般,-80,-5.10%
2024/1/2,TXO,202401,16300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,16300,賣權,5.9,6.7,5.8,6,402,6,1437,5.9,6.1,610,5.3,,一般,0.4,7.14%
2024/1/2,TXO,202401,16300,賣權,5.3,5.3,5.3,5.3,3,-,-,5,5.8,610,5.3,,盤後,-0.3,-5.36%
2024/1/2,TXO,202401,16400,買權,-,-,-,-,0,1410,2008,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,16400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,16400,賣權,6.7,7.6,6.2,7.1,258,7.1,3141,6,6.9,630,6.2,,一般,0.6,9.23%
2024/1/2,TXO,202401,16400,賣權,6.5,6.5,6.5,6.5,1,-,-,6.5,7,630,6.5,,盤後,0,0.00%
2024/1/2,TXO,202401,16500,買權,1270,1290,1270,1290,8,1310,51,1300,1320,1340,250,,一般,-90,-6.52%
2024/1/2,TXO,202401,16500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,16500,賣權,8.1,9,7,8,738,8,6943,6.6,8.3,685,7,,一般,0.1,1.27%
2024/1/2,TXO,202401,16500,賣權,7.5,8.2,7.5,8.2,50,-,-,7.5,7.9,685,7.5,,盤後,0.3,3.80%
2024/1/2,TXO,202401,16600,買權,1210,1210,1210,1210,1,1210,61,1200,1220,1250,206,,一般,-70,-5.47%
2024/1/2,TXO,202401,16600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,16600,賣權,9.9,10.5,8.3,9.3,235,9.3,3847,9.2,9.6,910,8.3,,一般,0,0.00%
2024/1/2,TXO,202401,16600,賣權,9.4,12,8.5,10,126,-,-,7.3,11.5,910,8.5,,盤後,0.7,7.53%
2024/1/2,TXO,202401,16700,買權,1150,1150,1120,1120,3,1120,82,1100,1120,1150,178,,一般,-60,-5.08%
2024/1/2,TXO,202401,16700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,16700,賣權,11.5,13,9.5,11.5,662,11.5,3965,11,11.5,840,9.5,,一般,1,9.52%
2024/1/2,TXO,202401,16700,賣權,11,12.5,10.5,11.5,87,-,-,10,12,840,10.5,,盤後,1,9.52%
2024/1/2,TXO,202401,16800,買權,1020,1030,975,995,133,1020,189,1000,1020,1060,156,,一般,-85,-7.87%
2024/1/2,TXO,202401,16800,買權,1030,1030,1030,1030,1,-,-,20,-,1060,156,,盤後,-50,-4.63%
2024/1/2,TXO,202401,16800,賣權,13.5,16,11,14,508,14,4063,12.5,14,700,10.5,,一般,1,7.69%
2024/1/2,TXO,202401,16800,賣權,13,15.5,12.5,13.5,31,-,-,13,13.5,700,10.5,,盤後,0.5,3.85%
2024/1/2,TXO,202401,16900,買權,920,920,875,875,38,920,155,905,925,990,123,,一般,-115,-11.62%
2024/1/2,TXO,202401,16900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,16900,賣權,17.5,20,14,17,500,17,4477,16.5,17,620,14,,一般,0,0.00%
2024/1/2,TXO,202401,16900,賣權,17,19.5,16,19.5,68,-,-,17,20,620,16,,盤後,2.5,14.71%
2024/1/2,TXO,202401,17000,買權,930,930,790,805,16,820,424,810,830,930,102,,一般,-90,-10.06%
2024/1/2,TXO,202401,17000,買權,895,895,855,855,3,-,-,795,-,925,102,,盤後,-40,-4.47%
2024/1/2,TXO,202401,17000,賣權,22.5,25,16.5,20.5,1659,20.5,7759,20,21,920,16.5,,一般,-0.5,-2.38%
2024/1/2,TXO,202401,17000,賣權,20,24.5,20,21.5,301,-,-,21.5,22,920,20,,盤後,0.5,2.38%
2024/1/2,TXO,202401,17100,買權,765,840,685,720,176,720,638,720,735,840,84,,一般,-75,-9.43%
2024/1/2,TXO,202401,17100,買權,715,715,715,715,1,-,-,680,-,830,84,,盤後,-80,-10.06%
2024/1/2,TXO,202401,17100,賣權,29,33,21.5,27,1268,27,4277,26.5,28,650,21.5,,一般,0.5,1.89%
2024/1/2,TXO,202401,17100,賣權,26,32.5,25,31,351,-,-,26,30,650,25,,盤後,4.5,16.98%
2024/1/2,TXO,202401,17200,買權,685,745,600,620,95,635,1173,630,645,745,71,,一般,-85,-12.06%
2024/1/2,TXO,202401,17200,買權,690,700,630,630,7,-,-,650,720,730,71,,盤後,-75,-10.64%
2024/1/2,TXO,202401,17200,賣權,37.5,43.5,28,36.5,2074,36.5,5635,35,37,650,28,,一般,1.5,4.29%
2024/1/2,TXO,202401,17200,賣權,35.5,44.5,33,39.5,1098,-,-,38,39.5,650,33,,盤後,4.5,12.86%
2024/1/2,TXO,202401,17300,買權,585,630,510,555,27,555,650,545,555,640,57,,一般,-60,-9.76%
2024/1/2,TXO,202401,17300,買權,620,620,560,570,35,-,-,485,680,640,57,,盤後,-45,-7.32%
2024/1/2,TXO,202401,17300,賣權,48,59,36.5,48,1812,48,5404,48,48.5,730,36.5,,一般,2,4.35%
2024/1/2,TXO,202401,17300,賣權,45.5,60,44,55,897,-,-,49.5,54,730,44,,盤後,9,19.57%
2024/1/2,TXO,202401,17400,買權,505,530,434,462,245,462,3554,461,470,555,49,,一般,-68,-12.83%
2024/1/2,TXO,202401,17400,買權,535,535,450,488,70,-,-,455,515,555,49,,盤後,-42,-7.92%
2024/1/2,TXO,202401,17400,賣權,65,78,48.5,65,2533,65,8906,64,66,835,48.5,,一般,5,8.33%
2024/1/2,TXO,202401,17400,賣權,60,80,58,67,729,-,-,65,68,835,58,,盤後,7,11.67%
2024/1/2,TXO,202401,17500,買權,422,481,357,390,362,390,2231,386,398,481,39.5,,一般,-61,-13.53%
2024/1/2,TXO,202401,17500,買權,452,454,377,419,78,-,-,398,444,476,39.5,,盤後,-32,-7.10%
2024/1/2,TXO,202401,17500,賣權,85,104,65,87,3136,87,3903,86,89,580,65,,一般,6,7.41%
2024/1/2,TXO,202401,17500,賣權,80,105,79,88,671,-,-,87,92,580,77,,盤後,7,8.64%
2024/1/2,TXO,202401,17600,買權,352,404,290,318,1213,318,3717,314,321,404,31,,一般,-60,-15.87%
2024/1/2,TXO,202401,17600,買權,379,380,310,346,311,-,-,315,366,400,31,,盤後,-32,-8.47%
2024/1/2,TXO,202401,17600,賣權,111,137,87,117,1910,117,3625,115,118,975,87,,一般,10,9.35%
2024/1/2,TXO,202401,17600,賣權,106,138,105,120,570,-,-,116,130,975,98,,盤後,13,12.15%
2024/1/2,TXO,202401,17700,買權,288,333,230,253,1199,253,3364,250,260,333,26.5,,一般,-58,-18.65%
2024/1/2,TXO,202401,17700,買權,312,312,250,284,340,-,-,271,290,331,26.5,,盤後,-27,-8.68%
2024/1/2,TXO,202401,17700,賣權,150,176,115,152,1431,152,1909,151,155,975,115,,一般,12,8.57%
2024/1/2,TXO,202401,17700,賣權,140,179,137,160,318,-,-,136,157,975,131,,盤後,20,14.29%
2024/1/2,TXO,202401,17800,買權,225,270,178,197,1540,197,5581,197,199,270,21,,一般,-53,-21.20%
2024/1/2,TXO,202401,17800,買權,258,258,195,227,668,-,-,225,234,269,21,,盤後,-23,-9.20%
2024/1/2,TXO,202401,17800,賣權,193,225,152,196,1526,196,2008,196,200,925,152,,一般,19,10.73%
2024/1/2,TXO,202401,17800,賣權,177,225,175,200,269,-,-,196,207,925,169,,盤後,23,12.99%
2024/1/2,TXO,202401,17900,買權,178,212,134,150,2114,150,5165,149,150,214,20.5,,一般,-49,-24.62%
2024/1/2,TXO,202401,17900,買權,197,199,151,178,518,-,-,173,180,214,20.5,,盤後,-21,-10.55%
2024/1/2,TXO,202401,17900,賣權,245,282,194,247,895,247,1041,247,260,930,194,,一般,22,9.78%
2024/1/2,TXO,202401,17900,賣權,229,278,223,250,135,-,-,246,300,930,213,,盤後,25,11.11%
2024/1/2,TXO,202401,18000,買權,135,164,99,111,3626,111,8150,111,112,167,17,,一般,-38,-25.50%
2024/1/2,TXO,202401,18000,買權,150,154,115,139,1079,-,-,134,143,167,17,,盤後,-10,-6.71%
2024/1/2,TXO,202401,18000,賣權,299,345,247,309,341,309,543,308,322,780,247,,一般,29,10.36%
2024/1/2,TXO,202401,18000,賣權,281,345,278,310,50,-,-,300,330,780,266,,盤後,30,10.71%
2024/1/2,TXO,202401,18100,買權,101,123,70,80,4168,80,7171,78,80,135,18,,一般,-34,-29.82%
2024/1/2,TXO,202401,18100,買權,114,116,85,105,557,-,-,95,108,135,18,,盤後,-9,-7.89%
2024/1/2,TXO,202401,18100,賣權,342,417,308,378,163,378,226,377,390,835,308,,一般,36,10.53%
2024/1/2,TXO,202401,18100,賣權,346,404,341,378,52,-,-,296,515,835,325,,盤後,36,10.53%
2024/1/2,TXO,202401,18200,買權,75,91,49,55,2798,55,7602,54,55,111,16,,一般,-28,-33.73%
2024/1/2,TXO,202401,18200,買權,84,84,63,79,644,-,-,77,80,111,16,,盤後,-4,-4.82%
2024/1/2,TXO,202401,18200,賣權,420,493,416,468,41,455,148,453,467,930,407,,一般,57,13.87%
2024/1/2,TXO,202401,18200,賣權,412,473,410,470,43,-,-,343,-,930,407,,盤後,59,14.36%
2024/1/2,TXO,202401,18300,買權,52,63,33,38.5,5854,38.5,6129,36,39,93,13,,一般,-20.5,-34.75%
2024/1/2,TXO,202401,18300,買權,60,61,44,55,821,-,-,50,57,93,13,,盤後,-4,-6.78%
2024/1/2,TXO,202401,18300,賣權,510,575,449,545,58,545,620,535,545,1020,449,,一般,56,11.45%
2024/1/2,TXO,202401,18300,賣權,494,570,493,530,29,-,-,432,1080,1020,472,,盤後,41,8.38%
2024/1/2,TXO,202401,18400,買權,35,44.5,22,26,1944,26,5666,25,26,76,13,,一般,-16,-38.10%
2024/1/2,TXO,202401,18400,買權,42,43,31,37.5,802,-,-,34,39,76,13,,盤後,-4.5,-10.71%
2024/1/2,TXO,202401,18400,賣權,600,665,550,620,49,620,54,615,635,1180,550,,一般,50,8.77%
2024/1/2,TXO,202401,18400,賣權,570,660,570,610,16,-,-,179,770,1180,550,,盤後,40,7.02%
2024/1/2,TXO,202401,18500,買權,25,30.5,14.5,16,2599,16,5355,16,17,111,8.2,,一般,-14,-46.67%
2024/1/2,TXO,202401,18500,買權,29.5,30,22,27,411,-,-,26,27.5,111,8.2,,盤後,-3,-10%
2024/1/2,TXO,202401,18500,賣權,690,755,630,745,5,715,30,710,725,950,630,,一般,80,12.03%
2024/1/2,TXO,202401,18500,賣權,660,660,655,655,3,-,-,450,740,950,655,,盤後,-10,-1.50%
2024/1/2,TXO,202401,18600,買權,17.5,21,10,11.5,601,11.5,2737,10.5,11.5,50,6,,一般,-9.5,-45.24%
2024/1/2,TXO,202401,18600,買權,20.5,21,14.5,17,152,-,-,15,18.5,50,6,,盤後,-4,-19.05%
2024/1/2,TXO,202401,18600,賣權,825,825,825,825,1,810,3,800,820,945,750,,一般,70,9.27%
2024/1/2,TXO,202401,18600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,18700,買權,12,14,7,7.6,505,7.6,1952,6.5,8,42,4,,一般,-7.4,-49.33%
2024/1/2,TXO,202401,18700,買權,15,15,9,12.5,126,-,-,9,13,42,4,,盤後,-2.5,-16.67%
2024/1/2,TXO,202401,18700,賣權,-,-,-,-,0,910,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,18700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,18800,買權,8.6,10,5.1,5.7,344,5.7,1098,5,5.8,32,3.2,,一般,-4.8,-45.71%
2024/1/2,TXO,202401,18800,買權,10.5,10.5,7.9,9.1,68,-,-,7,9.8,32,3.2,,盤後,-1.4,-13.33%
2024/1/2,TXO,202401,18800,賣權,-,-,-,-,0,1010,3,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,18800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,18900,買權,6.7,7.5,3.8,4.1,129,4.1,712,2.5,4.2,28.5,2.7,,一般,-3.8,-48.10%
2024/1/2,TXO,202401,18900,買權,7.6,8,6,7.2,13,-,-,3,7.3,28.5,2.7,,盤後,-0.7,-8.86%
2024/1/2,TXO,202401,18900,賣權,-,-,-,-,0,1100,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,18900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19000,買權,4.9,5.7,3,3.1,96,3.1,1407,3,3.2,24,2.3,,一般,-2.9,-48.33%
2024/1/2,TXO,202401,19000,買權,6,6,4,4,24,-,-,3.2,6.1,24,2.3,,盤後,-2,-33.33%
2024/1/2,TXO,202401,19000,賣權,-,-,-,-,0,1200,2,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19100,買權,3.5,3.8,2.3,2.3,12,2.3,1478,1.6,2.4,18,1,,一般,-1.7,-42.50%
2024/1/2,TXO,202401,19100,買權,3.7,3.7,3.5,3.5,37,-,-,1.6,3.5,18,1,,盤後,-0.5,-12.50%
2024/1/2,TXO,202401,19100,賣權,-,-,-,-,0,1300,5,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19200,買權,2.9,3.2,1.7,1.7,31,1.7,1342,1.5,8.8,15,0.8,,一般,-1.9,-52.78%
2024/1/2,TXO,202401,19200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19200,賣權,-,-,-,-,0,1400,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19300,買權,1.9,2.4,1.4,1.4,26,1.4,1044,1.3,1.5,13,1.2,,一般,-1.4,-50%
2024/1/2,TXO,202401,19300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19300,賣權,-,-,-,-,0,1500,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19400,買權,2,2,2,2,2,1,1150,0.1,1.4,10,1,,一般,-0.3,-13.04%
2024/1/2,TXO,202401,19400,買權,2,2,2,2,10,-,-,-,2,10,1,,盤後,-0.3,-13.04%
2024/1/2,TXO,202401,19400,賣權,-,-,-,-,0,1600,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19500,買權,-,-,-,-,0,0.7,858,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19500,賣權,-,-,-,-,0,1700,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19600,買權,1.1,1.1,1.1,1.1,5,0.6,672,0.6,6.2,5.5,0.9,,一般,0,0.00%
2024/1/2,TXO,202401,19600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19600,賣權,-,-,-,-,0,1800,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19700,買權,0.8,0.8,0.8,0.8,2,0.5,251,0.5,1.7,4.8,0.8,,一般,0,0.00%
2024/1/2,TXO,202401,19700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19700,賣權,-,-,-,-,0,1900,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19800,買權,-,-,-,-,0,0.2,49,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19800,賣權,-,-,-,-,0,2000,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19900,買權,-,-,-,-,0,0.1,25,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,19900,賣權,-,-,-,-,0,2100,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,19900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,20000,買權,0.1,0.1,0.1,0.1,1,0.1,2046,-,0.6,3.4,0.1,,一般,-0.2,-66.67%
2024/1/2,TXO,202401,20000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,20000,賣權,-,-,-,-,0,2200,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,20000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,20100,買權,0.4,0.6,0.1,0.1,64,0.1,1100,-,0.6,3.5,0.1,,一般,-0.2,-66.67%
2024/1/2,TXO,202401,20100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,20100,賣權,-,-,-,-,0,2300,0,-,-,-,-,,一般,-,-
2024/1/2,TXO,202401,20100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
2024/1/2,TXO,202401,20200,買權,0.1,0.1,0.1,0.1,1,0.1,530,-,0.6,0.9,0.1,,一般,-0.1,-50%
