交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,漲跌價,漲跌%
2023/05/02,TXO,202305W1,13800.0000,買權,-,-,-,-,0,1830,2,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,13800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,13800.0000,賣權,-,-,-,-,0,0.1,13,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,13800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,13900.0000,買權,-,-,-,-,0,1730,1,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,13900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,13900.0000,賣權,-,-,-,-,0,0.1,111,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,13900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,14000.0000,買權,-,-,-,-,0,1630,1,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,14000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,14000.0000,賣權,0.2,0.4,0.2,0.4,13,0.2,130,-,0.9,1.9,0.2,,一般,0.2,100%,
2023/05/02,TXO,202305W1,14000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,14100.0000,買權,-,-,-,-,0,1530,0,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,14100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,14100.0000,賣權,0.2,0.2,0.2,0.2,4,0.2,277,-,0.9,2.3,0.2,,一般,0,0.00%,
2023/05/02,TXO,202305W1,14100.0000,賣權,0.2,0.2,0.2,0.2,1,-,-,-,1.8,2.3,0.2,,盤後,0,0.00%,
2023/05/02,TXO,202305W1,14200.0000,買權,-,-,-,-,0,1430,0,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,14200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,14200.0000,賣權,0.2,0.2,0.2,0.2,5,0.2,160,-,1,5,0.2,,一般,-0.1,-33.33%,
2023/05/02,TXO,202305W1,14200.0000,賣權,0.2,0.2,0.2,0.2,7,-,-,0.2,1.4,5,0.2,,盤後,-0.1,-33.33%,
2023/05/02,TXO,202305W1,14300.0000,買權,-,-,-,-,0,1330,0,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,14300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,14300.0000,賣權,0.2,0.2,0.1,0.2,51,0.2,916,0.1,1,3,0.1,,一般,-0.1,-33.33%,
2023/05/02,TXO,202305W1,14300.0000,賣權,0.3,0.3,0.3,0.3,2,-,-,0.3,3,3,0.2,,盤後,0,0.00%,
2023/05/02,TXO,202305W1,14400.0000,買權,-,-,-,-,0,1230,0,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,14400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,14400.0000,賣權,0.2,0.2,0.2,0.2,157,0.2,1414,0.1,1,4.7,0.2,,一般,-0.3,-60%,
2023/05/02,TXO,202305W1,14400.0000,賣權,0.2,0.2,0.2,0.2,10,-,-,0.4,4.9,4.7,0.2,,盤後,-0.3,-60%,
2023/05/02,TXO,202305W1,14500.0000,買權,-,-,-,-,0,1130,2,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,14500.0000,買權,1090,1090,1090,1090,12,-,-,17,-,1090,925,,盤後,20,1.87%,
2023/05/02,TXO,202305W1,14500.0000,賣權,0.2,0.2,0.2,0.2,128,0.2,957,0.1,0.2,6.7,0.2,,一般,-0.4,-66.67%,
2023/05/02,TXO,202305W1,14500.0000,賣權,0.4,0.5,0.3,0.3,31,-,-,0.4,4.3,6.7,0.3,,盤後,-0.3,-50%,
2023/05/02,TXO,202305W1,14600.0000,買權,-,-,-,-,0,1030,0,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,14600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,14600.0000,賣權,0.4,0.4,0.2,0.2,94,0.2,972,-,0.9,10,0.2,,一般,-0.4,-66.67%,
2023/05/02,TXO,202305W1,14600.0000,賣權,0.6,0.6,0.4,0.4,337,-,-,0.4,5.8,10,0.4,,盤後,-0.2,-33.33%,
2023/05/02,TXO,202305W1,14700.0000,買權,-,-,-,-,0,930,1,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,14700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,14700.0000,賣權,0.2,2,0.2,0.3,286,0.2,2005,0.2,1.9,13.5,0.2,,一般,-0.4,-57.14%,
2023/05/02,TXO,202305W1,14700.0000,賣權,0.7,0.7,0.5,0.6,197,-,-,0.6,0.7,13.5,0.5,,盤後,-0.1,-14.29%,
2023/05/02,TXO,202305W1,14800.0000,買權,-,-,-,-,0,830,7,-,-,-,-,,一般,-,-,
2023/05/02,TXO,202305W1,14800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,14800.0000,賣權,0.4,0.5,0.2,0.2,228,0.2,2255,0.2,0.4,18,0.2,,一般,-0.6,-75%,
2023/05/02,TXO,202305W1,14800.0000,賣權,1,1.3,0.6,0.8,689,-,-,0.7,0.9,18,0.6,,盤後,0,0.00%,
2023/05/02,TXO,202305W1,14900.0000,買權,745,745,745,745,3,730,3,640,820,745,470,,一般,75,11.19%,
2023/05/02,TXO,202305W1,14900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/05/02,TXO,202305W1,14900.0000,賣權,0.6,0.7,0.3,0.4,427,0.4,2720,0.3,0.6,28.5,0.3,,一般,-0.9,-69.23%,
