交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,漲跌價,漲跌%
2023/08/01,TXO,202308W1,15700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,15700.0000,賣權,0.3,0.4,0.2,0.2,44,0.2,256,0.1,0.5,7.5,0.2,,一般,-0.3,-60%,
2023/08/01,TXO,202308W1,15700.0000,賣權,0.5,0.6,0.4,0.6,39,-,-,0.3,0.6,7.5,0.3,,盤後,0.1,20%,
2023/08/01,TXO,202308W1,15800.0000,買權,-,-,-,-,0,1390,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,15800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,15800.0000,賣權,0.5,0.5,0.2,0.2,100,0.2,138,0.1,0.6,9,0.2,,一般,-0.4,-66.67%,
2023/08/01,TXO,202308W1,15800.0000,賣權,1,1,1,1,2,-,-,0.3,0.7,9,0.4,,盤後,0.4,66.67%,
2023/08/01,TXO,202308W1,15900.0000,買權,-,-,-,-,0,1290,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,15900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,15900.0000,賣權,0.4,0.4,0.3,0.3,74,0.3,1274,0.1,0.6,11.5,0.3,,一般,-0.4,-57.14%,
2023/08/01,TXO,202308W1,15900.0000,賣權,1,1,1,1,2,-,-,0.5,0.7,11.5,0.4,,盤後,0.3,42.86%,
2023/08/01,TXO,202308W1,16000.0000,買權,-,-,-,-,0,1190,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,16000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,16000.0000,賣權,0.6,0.6,0.3,0.3,85,0.3,1663,0.2,0.4,14,0.3,,一般,-0.5,-62.5%,
2023/08/01,TXO,202308W1,16000.0000,賣權,1,1.5,1,1.5,10,-,-,0.5,0.7,14,0.6,,盤後,0.7,87.5%,
2023/08/01,TXO,202308W1,16100.0000,買權,-,-,-,-,0,1090,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,16100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,16100.0000,賣權,0.7,0.9,0.3,0.3,61,0.3,2168,-,0.4,20,0.3,,一般,-0.7,-70%,
2023/08/01,TXO,202308W1,16100.0000,賣權,1,1.2,0.7,0.7,45,-,-,0.7,1,20,0.6,,盤後,-0.3,-30%,
2023/08/01,TXO,202308W1,16200.0000,買權,-,-,-,-,0,995,1,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,16200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,16200.0000,賣權,0.7,0.7,0.4,0.4,154,0.4,3476,0.2,0.4,24.5,0.4,,一般,-0.9,-69.23%,
2023/08/01,TXO,202308W1,16200.0000,賣權,1,1.1,1,1.1,253,-,-,0.8,1.1,24.5,0.6,,盤後,-0.2,-15.38%,
2023/08/01,TXO,202308W1,16300.0000,買權,-,-,-,-,0,895,1,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,16300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,16300.0000,賣權,0.7,1,0.4,0.4,196,0.4,2726,0.3,0.4,34,0.4,,一般,-1.2,-75%,
2023/08/01,TXO,202308W1,16300.0000,賣權,1.5,1.6,1.3,1.5,13,-,-,1,1.2,34,0.7,,盤後,-0.1,-6.25%,
2023/08/01,TXO,202308W1,16400.0000,買權,-,-,-,-,0,795,3,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,16400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,16400.0000,賣權,0.9,1.3,0.4,0.4,402,0.4,2680,0.3,0.5,47,0.4,,一般,-1.4,-77.78%,
2023/08/01,TXO,202308W1,16400.0000,賣權,1.7,2,1.4,1.4,142,-,-,1.4,1.6,47,0.8,,盤後,-0.4,-22.22%,
2023/08/01,TXO,202308W1,16500.0000,買權,-,-,-,-,0,695,18,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,16500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,16500.0000,賣權,1.1,1.7,0.5,0.6,728,0.6,3397,0.5,0.8,63,0.3,,一般,-1.6,-72.73%,
2023/08/01,TXO,202308W1,16500.0000,賣權,2.3,2.7,1.6,1.9,395,-,-,1.7,2,63,0.3,,盤後,-0.3,-13.64%,
2023/08/01,TXO,202308W1,16550.0000,買權,-,-,-,-,0,645,5,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,16550.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,16550.0000,賣權,1.3,1.7,0.7,0.8,343,0.8,2870,0.6,0.9,45,0.7,,一般,-1.7,-68%,
2023/08/01,TXO,202308W1,16550.0000,賣權,2.7,3.1,1.9,2.1,745,-,-,1.7,2.4,45,1,,盤後,-0.4,-16%,
2023/08/01,TXO,202308W1,16600.0000,買權,525,525,525,525,1,595,7,515,680,785,376,,一般,-5,-0.94%,
2023/08/01,TXO,202308W1,16600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,16600.0000,賣權,2,2.2,0.7,0.8,719,0.8,3732,0.3,0.9,87,0.7,,一般,-2.3,-74.19%,
2023/08/01,TXO,202308W1,16600.0000,賣權,3.8,4,2.3,3,313,-,-,2.5,3.1,87,1.2,,盤後,-0.1,-3.23%,
2023/08/01,TXO,202308W1,16650.0000,買權,-,-,-,-,0,545,11,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,16650.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,16650.0000,賣權,3.1,3.1,1,1,266,0.9,3961,0.2,1,99,1,,一般,-2.7,-72.97%,
2023/08/01,TXO,202308W1,16650.0000,賣權,3.8,4.7,1.1,1.1,252,-,-,1,3.1,99,1.1,,盤後,-2.6,-70.27%,
2023/08/01,TXO,202308W1,16700.0000,買權,500,500,420,420,3,495,33,413,580,705,275,,一般,-13,-3%,
2023/08/01,TXO,202308W1,16700.0000,買權,431,433,411,433,3,-,-,38,490,705,275,,盤後,0,0.00%,
2023/08/01,TXO,202308W1,16700.0000,賣權,2,3.3,0.9,0.9,1615,0.9,4780,0.3,1.1,115,0.9,,一般,-4.1,-82%,
2023/08/01,TXO,202308W1,16700.0000,賣權,5,6.5,2.3,2.3,675,-,-,2.2,3.7,115,1.4,,盤後,-2.7,-54%,
2023/08/01,TXO,202308W1,16750.0000,買權,-,-,-,-,0,447,17,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,16750.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,16750.0000,賣權,2.1,4.4,1.1,1.1,2059,1.1,3876,1,1.3,132,1.1,,一般,-5.7,-83.82%,
2023/08/01,TXO,202308W1,16750.0000,賣權,6.7,8.7,2.1,2.1,1615,-,-,1.5,4.1,132,1.3,,盤後,-4.7,-69.12%,
2023/08/01,TXO,202308W1,16800.0000,買權,402,410,341,400,7,400,144,313,481,630,208,,一般,65,19.4%,
2023/08/01,TXO,202308W1,16800.0000,買權,320,366,315,366,11,-,-,36,-,630,208,,盤後,31,9.25%,
2023/08/01,TXO,202308W1,16800.0000,賣權,4.5,6.7,1.5,1.6,4891,1.6,10550,1.5,1.8,155,1.5,,一般,-7.9,-83.16%,
2023/08/01,TXO,202308W1,16800.0000,賣權,9,12.5,5.5,5.5,3350,-,-,5.5,5.6,155,1.8,,盤後,-4,-42.11%,
2023/08/01,TXO,202308W1,16850.0000,買權,341,351,341,351,2,351,24,264,432,540,186,,一般,61,21.03%,
2023/08/01,TXO,202308W1,16850.0000,買權,321,321,276,300,10,-,-,20,-,540,186,,盤後,10,3.45%,
2023/08/01,TXO,202308W1,16850.0000,賣權,6.1,9.2,1.9,2.3,5964,2.3,5802,1.5,2.5,175,1.9,,一般,-10.2,-81.6%,
2023/08/01,TXO,202308W1,16850.0000,賣權,12.5,17,6,6,3366,-,-,6,8,175,2.1,,盤後,-6.5,-52%,
2023/08/01,TXO,202308W1,16900.0000,買權,303,326,230,305,214,301,361,215,324,540,160,,一般,59,23.98%,
2023/08/01,TXO,202308W1,16900.0000,買權,240,273,228,250,180,-,-,223,274,540,160,,盤後,4,1.63%,
2023/08/01,TXO,202308W1,16900.0000,賣權,9.5,14,2.7,3.3,10827,3.3,8637,3,3.5,200,1.9,,一般,-14.7,-81.67%,
2023/08/01,TXO,202308W1,16900.0000,賣權,18.5,24,10,11.5,6333,-,-,11.5,12,200,1.9,,盤後,-6.5,-36.11%,
2023/08/01,TXO,202308W1,16950.0000,買權,260,273,183,246,435,251,453,241,264,477,135,,一般,41,20%,
2023/08/01,TXO,202308W1,16950.0000,買權,198,228,183,218,159,-,-,171,227,477,135,,盤後,13,6.34%,
2023/08/01,TXO,202308W1,16950.0000,賣權,14,20,4,4.5,12405,4.5,8480,4.3,5,223,2.2,,一般,-21,-82.35%,
2023/08/01,TXO,202308W1,16950.0000,賣權,25.5,33.5,13.5,16,5756,-,-,14,17,223,2.2,,盤後,-9.5,-37.25%,
2023/08/01,TXO,202308W1,17000.0000,買權,184,239,140,201,3043,201,1086,199,203,442,113,,一般,38,23.31%,
2023/08/01,TXO,202308W1,17000.0000,買權,165,192,143,185,3630,-,-,178,185,442,113,,盤後,22,13.5%,
2023/08/01,TXO,202308W1,17000.0000,賣權,20.5,30.5,6.6,7.9,27167,7.9,13960,7.8,7.9,251,4,,一般,-28.1,-78.06%,
2023/08/01,TXO,202308W1,17000.0000,賣權,36,46,20.5,25,15771,-,-,22.5,25.5,251,4,,盤後,-11,-30.56%,
2023/08/01,TXO,202308W1,17050.0000,買權,150,194,103,158,5889,158,1693,154,158,384,94,,一般,31,24.41%,
2023/08/01,TXO,202308W1,17050.0000,買權,127,152,108,140,2802,-,-,128,148,384,94,,盤後,13,10.24%,
2023/08/01,TXO,202308W1,17050.0000,賣權,30,43.5,10.5,12,25913,12,7973,12,12.5,288,5.6,,一般,-37.5,-75.76%,
2023/08/01,TXO,202308W1,17050.0000,賣權,49.5,61,30.5,32,13129,-,-,30,31.5,288,5.6,,盤後,-17.5,-35.35%,
2023/08/01,TXO,202308W1,17100.0000,買權,101,152,71,116,19119,116,4899,115,117,351,71,,一般,22,23.4%,
2023/08/01,TXO,202308W1,17100.0000,買權,99,116,76,102,8523,-,-,99,104,351,76,,盤後,8,8.51%,
2023/08/01,TXO,202308W1,17100.0000,賣權,41,62,17.5,21.5,39630,21.5,11158,21,21.5,322,6.2,,一般,-46.5,-68.38%,
2023/08/01,TXO,202308W1,17100.0000,賣權,67,82,43.5,46,16178,-,-,46,47,322,6.2,,盤後,-22,-32.35%,
2023/08/01,TXO,202308W1,17150.0000,買權,75,114,45.5,79,30186,79,5539,78,80,306,45.5,,一般,12,17.91%,
2023/08/01,TXO,202308W1,17150.0000,買權,70,84,52,72,11974,-,-,72,73,306,52,,盤後,5,7.46%,
2023/08/01,TXO,202308W1,17150.0000,賣權,64,87,29,33.5,38806,33.5,8303,34,35,297,10.5,,一般,-56.5,-62.78%,
2023/08/01,TXO,202308W1,17150.0000,賣權,90,107,62,69,10736,-,-,67,70,297,10.5,,盤後,-21,-23.33%,
2023/08/01,TXO,202308W1,17200.0000,買權,50,79,27,48.5,46203,48.5,9577,48.5,50,258,11,,一般,2.5,5.43%,
2023/08/01,TXO,202308W1,17200.0000,買權,44,59,32.5,48,16670,-,-,47.5,49,258,11,,盤後,2,4.35%,
2023/08/01,TXO,202308W1,17200.0000,賣權,95,118,45.5,54,33501,54,9697,53,55,344,15,,一般,-65,-54.62%,
2023/08/01,TXO,202308W1,17200.0000,賣權,119,138,88,92,8020,-,-,90,95,344,15,,盤後,-27,-22.69%,
2023/08/01,TXO,202308W1,17250.0000,買權,31,53,14.5,27,34842,27,9769,27,28,214,14.5,,一般,-3,-10%,
2023/08/01,TXO,202308W1,17250.0000,買權,29.5,38.5,18.5,29.5,12877,-,-,29.5,30,214,18.5,,盤後,-0.5,-1.67%,
2023/08/01,TXO,202308W1,17250.0000,賣權,119,156,71,82,16793,82,4652,82,83,415,21.5,,一般,-70,-46.05%,
2023/08/01,TXO,202308W1,17250.0000,賣權,152,174,113,118,3264,-,-,117,126,415,21.5,,盤後,-34,-22.37%,
2023/08/01,TXO,202308W1,17300.0000,買權,17,31.5,7.6,13.5,35616,13.5,15133,13.5,14,174,7.6,,一般,-5,-27.03%,
2023/08/01,TXO,202308W1,17300.0000,買權,18.5,24.5,10.5,17,12868,-,-,16,17,174,10.5,,盤後,-1.5,-8.11%,
2023/08/01,TXO,202308W1,17300.0000,賣權,157,199,103,120,8835,120,2590,118,120,398,30.5,,一般,-72,-37.5%,
2023/08/01,TXO,202308W1,17300.0000,賣權,188,214,157,162,2672,-,-,156,162,398,30.5,,盤後,-30,-15.63%,
2023/08/01,TXO,202308W1,17350.0000,買權,10.5,17.5,3.7,6.5,16129,6.5,12363,6.3,6.9,137,3.7,,一般,-4.5,-40.91%,
2023/08/01,TXO,202308W1,17350.0000,買權,11,14,5.8,11,10563,-,-,8.8,11.5,137,5.8,,盤後,0,0.00%,
2023/08/01,TXO,202308W1,17350.0000,賣權,165,242,139,161,3248,161,1752,157,162,426,43,,一般,-71,-30.6%,
2023/08/01,TXO,202308W1,17350.0000,賣權,230,257,197,210,747,-,-,194,210,426,43,,盤後,-22,-9.48%,
2023/08/01,TXO,202308W1,17400.0000,買權,5.3,9,2,2.8,11751,2.8,13093,2.8,3.1,105,2,,一般,-3.3,-54.1%,
2023/08/01,TXO,202308W1,17400.0000,買權,6.4,8,3.4,5.1,4978,-,-,5.1,6.5,105,3.4,,盤後,-1,-16.39%,
2023/08/01,TXO,202308W1,17400.0000,賣權,242,285,180,213,1516,211,1901,200,216,510,60,,一般,-66,-23.66%,
2023/08/01,TXO,202308W1,17400.0000,賣權,279,301,241,255,493,-,-,249,266,510,60,,盤後,-24,-8.6%,
2023/08/01,TXO,202308W1,17450.0000,買權,3,4.4,1.1,1.5,6426,1.5,9502,1.5,1.8,102,1.1,,一般,-2.2,-59.46%,
2023/08/01,TXO,202308W1,17450.0000,買權,4,4.9,2,3.1,3206,-,-,1.8,3.1,102,2,,盤後,-0.6,-16.22%,
2023/08/01,TXO,202308W1,17450.0000,賣權,256,333,228,261,1090,261,1235,171,263,388,81,,一般,-64,-19.69%,
2023/08/01,TXO,202308W1,17450.0000,賣權,351,351,290,298,147,-,-,290,349,388,81,,盤後,-27,-8.31%,
2023/08/01,TXO,202308W1,17500.0000,買權,1.9,2.4,0.8,0.9,4623,0.9,8565,0.8,1,75,0.8,,一般,-1.5,-62.5%,
2023/08/01,TXO,202308W1,17500.0000,買權,2.8,3.2,1,2.1,2531,-,-,1.1,2.3,75,1,,盤後,-0.3,-12.5%,
2023/08/01,TXO,202308W1,17500.0000,賣權,300,375,289,310,133,310,541,220,324,575,109,,一般,-65,-17.33%,
2023/08/01,TXO,202308W1,17500.0000,賣權,373,400,336,375,102,-,-,200,400,575,109,,盤後,0,0.00%,
2023/08/01,TXO,202308W1,17550.0000,買權,1.2,1.3,0.1,0.6,2551,0.6,4869,0.6,0.7,78,0.1,,一般,-1.1,-64.71%,
2023/08/01,TXO,202308W1,17550.0000,買權,1.5,2.2,0.4,0.7,1188,-,-,0.5,1.2,78,0.4,,盤後,-1,-58.82%,
2023/08/01,TXO,202308W1,17550.0000,賣權,357,436,349,349,44,360,156,270,438,545,142,,一般,-76,-17.88%,
2023/08/01,TXO,202308W1,17550.0000,賣權,443,446,395,410,41,-,-,90,-,545,142,,盤後,-15,-3.53%,
2023/08/01,TXO,202308W1,17600.0000,買權,0.9,0.9,0.1,0.5,1984,0.5,5335,0.2,0.6,66,0.1,,一般,-0.6,-54.55%,
2023/08/01,TXO,202308W1,17600.0000,買權,1.2,1.5,0.5,1.2,1482,-,-,1.2,1.3,66,0.5,,盤後,0.1,9.09%,
2023/08/01,TXO,202308W1,17600.0000,賣權,408,477,408,477,3,410,80,389,488,700,181,,一般,2,0.42%,
2023/08/01,TXO,202308W1,17600.0000,賣權,455,462,455,461,4,-,-,47.5,500,700,181,,盤後,-14,-2.95%,
2023/08/01,TXO,202308W1,17650.0000,買權,0.5,0.6,0.3,0.3,1089,0.3,3798,0.3,0.6,67,0.2,,一般,-0.7,-70%,
2023/08/01,TXO,202308W1,17650.0000,買權,0.7,1,0.5,0.6,737,-,-,0.4,0.6,67,0.2,,盤後,-0.4,-40%,
2023/08/01,TXO,202308W1,17650.0000,賣權,525,525,448,472,5,460,1,370,535,560,230,,一般,-53,-10.1%,
2023/08/01,TXO,202308W1,17650.0000,賣權,515,515,515,515,1,-,-,17.5,-,560,230,,盤後,-10,-1.9%,
2023/08/01,TXO,202308W1,17700.0000,買權,0.6,0.6,0.2,0.3,1240,0.3,4667,0.2,0.4,46,0.2,,一般,-0.6,-66.67%,
2023/08/01,TXO,202308W1,17700.0000,買權,0.6,0.8,0.2,0.7,768,-,-,0.4,0.7,46,0.2,,盤後,-0.2,-22.22%,
2023/08/01,TXO,202308W1,17700.0000,賣權,-,-,-,-,0,510,29,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,17700.0000,賣權,580,580,575,575,3,-,-,19.5,-,635,268,,盤後,0,0.00%,
2023/08/01,TXO,202308W1,17750.0000,買權,0.3,0.4,0.1,0.2,538,0.2,1580,-,0.4,4.8,0.1,,一般,-0.4,-66.67%,
2023/08/01,TXO,202308W1,17750.0000,買權,0.7,0.7,0.5,0.5,4,-,-,0.4,0.6,4.8,0.1,,盤後,-0.1,-16.67%,
2023/08/01,TXO,202308W1,17750.0000,賣權,-,-,-,-,0,560,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,17750.0000,賣權,640,640,640,640,1,-,-,158,-,640,400,,盤後,15,2.4%,
2023/08/01,TXO,202308W1,17800.0000,買權,0.3,0.4,0.2,0.2,1353,0.2,3544,0.1,0.3,32.5,0.1,,一般,-0.2,-50%,
2023/08/01,TXO,202308W1,17800.0000,買權,0.4,0.5,0.3,0.4,50,-,-,0.3,0.4,32.5,0.1,,盤後,0,0.00%,
2023/08/01,TXO,202308W1,17800.0000,賣權,-,-,-,-,0,610,21,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,17800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,17900.0000,買權,0.2,0.4,0.2,0.4,296,0.2,4095,-,0.4,19,0.1,,一般,0.2,100%,
2023/08/01,TXO,202308W1,17900.0000,買權,0.4,0.4,0.3,0.4,37,-,-,0.2,0.4,19,0.1,,盤後,0.2,100%,
2023/08/01,TXO,202308W1,17900.0000,賣權,-,-,-,-,0,710,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,17900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18000.0000,買權,-,-,-,-,0,0.1,732,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18000.0000,賣權,-,-,-,-,0,810,1,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18100.0000,買權,-,-,-,-,0,0.1,309,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18100.0000,賣權,-,-,-,-,0,910,1,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18200.0000,買權,-,-,-,-,0,0.1,211,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18200.0000,賣權,-,-,-,-,0,1010,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18300.0000,買權,-,-,-,-,0,0.1,33,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18300.0000,賣權,-,-,-,-,0,1110,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18400.0000,買權,-,-,-,-,0,0.1,2,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18400.0000,賣權,-,-,-,-,0,1210,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18500.0000,買權,-,-,-,-,0,0.1,1,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18500.0000,賣權,-,-,-,-,0,1310,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18600.0000,買權,-,-,-,-,0,0.1,1,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18600.0000,賣權,-,-,-,-,0,1410,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18700.0000,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18700.0000,賣權,-,-,-,-,0,1510,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18800.0000,買權,-,-,-,-,0,0.1,50,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18800.0000,賣權,-,-,-,-,0,1610,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18900.0000,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,18900.0000,賣權,-,-,-,-,0,1710,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,18900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,19000.0000,買權,-,-,-,-,0,0.1,37,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,19000.0000,買權,0.1,0.1,0.1,0.1,1,-,-,-,1,0.5,0.1,,盤後,0,-,
2023/08/01,TXO,202308W1,19000.0000,賣權,-,-,-,-,0,1810,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,19000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,19100.0000,買權,0.2,0.2,0.2,0.2,1,0.1,3,-,0.5,0.2,0.1,,一般,0.1,-,
2023/08/01,TXO,202308W1,19100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W1,19100.0000,賣權,-,-,-,-,0,1910,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W1,19100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/08/01,TXO,202308W2,15400.0000,買權,-,-,-,-,0,1780,0,-,-,-,-,,一般,-,-,
2023/08/01,TXO,202308W2,15400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
