交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,漲跌價,漲跌%
2023/04/06,TXO,202304W1,15200.0000,賣權,1.5,2,1,1.3,834,-,-,1.3,1.6,74,1,,盤後,-0.1,-7.14%,
2023/04/06,TXO,202304W1,15250.0000,買權,-,-,-,-,0,0,8,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,15250.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,15250.0000,賣權,0.2,0.3,0.1,0.3,270,0,2291,-,0.3,82,0.1,,一般,-1.6,-84.21%,
2023/04/06,TXO,202304W1,15250.0000,賣權,2.1,2.6,1.1,1.2,462,-,-,1.1,1.8,82,1.1,,盤後,-0.7,-36.84%,
2023/04/06,TXO,202304W1,15300.0000,買權,444,510,444,510,19,0,17,490,500,650,418,,一般,-70,-12.07%,
2023/04/06,TXO,202304W1,15300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,15300.0000,賣權,0.3,0.4,0.1,0.1,129,0,4116,0.1,0.2,85,0.1,,一般,-2.4,-96%,
2023/04/06,TXO,202304W1,15300.0000,賣權,3.1,3.6,1.6,1.6,1100,-,-,1.6,1.9,85,1.6,,盤後,-0.9,-36%,
2023/04/06,TXO,202304W1,15350.0000,買權,-,-,-,-,0,0,26,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,15350.0000,買權,515,540,500,540,21,-,-,22,-,605,386,,盤後,10,1.89%,
2023/04/06,TXO,202304W1,15350.0000,賣權,0.2,0.5,0.1,0.1,402,0,4477,-,0.1,84,0.1,,一般,-3.4,-97.14%,
2023/04/06,TXO,202304W1,15350.0000,賣權,4.1,5.2,2,2.5,1161,-,-,1.9,2.7,84,2,,盤後,-1,-28.57%,
2023/04/06,TXO,202304W1,15400.0000,買權,389,403,344,403,16,0,31,390,400,615,331,,一般,-80,-16.56%,
2023/04/06,TXO,202304W1,15400.0000,買權,467,530,462,530,5,-,-,15,-,615,331,,盤後,47,9.73%,
2023/04/06,TXO,202304W1,15400.0000,賣權,0.9,0.9,0.1,0.3,846,0,6770,0.1,0.2,103,0.1,,一般,-4.9,-94.23%,
2023/04/06,TXO,202304W1,15400.0000,賣權,6.5,7.5,1.3,1.4,4093,-,-,1.4,1.5,103,1.3,,盤後,-3.8,-73.08%,
2023/04/06,TXO,202304W1,15450.0000,買權,333,346,310,342,7,0,54,340,350,515,295,,一般,-94,-21.56%,
2023/04/06,TXO,202304W1,15450.0000,買權,433,433,433,433,2,-,-,342,-,515,295,,盤後,-3,-0.69%,
2023/04/06,TXO,202304W1,15450.0000,賣權,0.3,0.7,0.1,0.3,748,0,2448,0.1,0.3,106,0.1,,一般,-7.5,-96.15%,
2023/04/06,TXO,202304W1,15450.0000,賣權,8.5,11,2.6,4,2162,-,-,2.6,4,106,2.6,,盤後,-3.8,-48.72%,
2023/04/06,TXO,202304W1,15500.0000,買權,284,303,200,302,87,0,34,288,294,525,200,,一般,-93,-23.54%,
2023/04/06,TXO,202304W1,15500.0000,買權,380,432,380,432,22,-,-,340,-,525,240,,盤後,37,9.37%,
2023/04/06,TXO,202304W1,15500.0000,賣權,1,1,0.1,0.1,2205,0,6299,0.1,0.2,130,0.1,,一般,-11.9,-99.17%,
2023/04/06,TXO,202304W1,15500.0000,賣權,12,15.5,3.1,3.9,5754,-,-,3.7,3.8,130,3.1,,盤後,-8.1,-67.5%,
2023/04/06,TXO,202304W1,15550.0000,買權,266,266,180,243,161,0,65,238,245,420,180,,一般,-107,-30.57%,
2023/04/06,TXO,202304W1,15550.0000,買權,330,389,319,389,16,-,-,278,-,420,203,,盤後,39,11.14%,
2023/04/06,TXO,202304W1,15550.0000,賣權,1.8,2,0.1,0.2,2381,0,5176,0.1,0.2,136,0.1,,一般,-15.3,-98.71%,
2023/04/06,TXO,202304W1,15550.0000,賣權,17.5,22.5,6.3,7,3504,-,-,6,6.9,136,6.3,,盤後,-8.5,-54.84%,
2023/04/06,TXO,202304W1,15600.0000,買權,190,212,132,194,1420,0,530,194,195,428,132,,一般,-109,-35.97%,
2023/04/06,TXO,202304W1,15600.0000,買權,286,340,265,313,122,-,-,325,382,428,138,,盤後,10,3.3%,
2023/04/06,TXO,202304W1,15600.0000,賣權,2.6,3.3,0.1,0.2,9564,0,8176,0.1,0.2,190,0.1,,一般,-20.8,-99.05%,
2023/04/06,TXO,202304W1,15600.0000,賣權,22.5,30,9.7,10.5,7006,-,-,10.5,11,190,9.7,,盤後,-10.5,-50%,
2023/04/06,TXO,202304W1,15650.0000,買權,132,162,84,144,3791,0,465,144,145,353,84,,一般,-117,-44.83%,
2023/04/06,TXO,202304W1,15650.0000,買權,238,305,220,271,71,-,-,218,360,353,139,,盤後,10,3.83%,
2023/04/06,TXO,202304W1,15650.0000,賣權,5.4,7,0.1,0.2,15785,0,8718,-,0.2,177,0.1,,一般,-28.3,-99.3%,
2023/04/06,TXO,202304W1,15650.0000,賣權,32,39,12,13,4960,-,-,12.5,13,177,12,,盤後,-15.5,-54.39%,
2023/04/06,TXO,202304W1,15700.0000,買權,123,123,47,95,13487,0,1159,94,95,350,47,,一般,-124,-56.62%,
2023/04/06,TXO,202304W1,15700.0000,買權,208,261,181,231,446,-,-,231,261,350,115,,盤後,12,5.48%,
2023/04/06,TXO,202304W1,15700.0000,賣權,10.5,19,0.1,0.2,25254,0,10489,-,0.2,194,0.1,,一般,-38.3,-99.48%,
2023/04/06,TXO,202304W1,15700.0000,賣權,41.5,52,17.5,19,10369,-,-,18,19,194,17.5,,盤後,-19.5,-50.65%,
2023/04/06,TXO,202304W1,15750.0000,買權,80,80,20,44.5,31920,0,3822,44,44.5,314,20,,一般,-138.5,-75.68%,
2023/04/06,TXO,202304W1,15750.0000,買權,170,233,145,227,2240,-,-,216,235,314,91,,盤後,44,24.04%,
2023/04/06,TXO,202304W1,15750.0000,賣權,20,43,0.1,0.1,45182,0,12839,-,0.1,221,0.1,,一般,-50.9,-99.8%,
2023/04/06,TXO,202304W1,15750.0000,賣權,57,68,22,26.5,9023,-,-,26,26.5,221,22,,盤後,-24.5,-48.04%,
2023/04/06,TXO,202304W1,15800.0000,買權,43.5,43.5,0.1,0.2,57301,0,12702,0.1,0.3,291,0.1,,一般,-144.8,-99.86%,
2023/04/06,TXO,202304W1,15800.0000,買權,127,195,114,179,3697,-,-,173,198,291,71,,盤後,34,23.45%,
2023/04/06,TXO,202304W1,15800.0000,賣權,48.5,79,1.1,5,60409,0,9251,5,5.1,250,1.1,,一般,-61,-92.42%,
2023/04/06,TXO,202304W1,15800.0000,賣權,72,89,32,39,10288,-,-,38.5,40,250,32,,盤後,-27,-40.91%,
2023/04/06,TXO,202304W1,15850.0000,買權,25,25,0.1,0.1,30241,0,11342,-,0.1,249,0.1,,一般,-113.9,-99.91%,
2023/04/06,TXO,202304W1,15850.0000,買權,107,145,87,145,7688,-,-,141,145,249,53,,盤後,31,27.19%,
2023/04/06,TXO,202304W1,15850.0000,賣權,69,125,39,54,23223,0,2771,54,55,272,39,,一般,-32,-37.21%,
2023/04/06,TXO,202304W1,15850.0000,賣權,91,112,47,53,8960,-,-,52,53,272,47,,盤後,-33,-38.37%,
2023/04/06,TXO,202304W1,15900.0000,買權,8.8,8.8,0.1,0.2,13060,0,7635,-,0.2,212,0.1,,一般,-86.8,-99.77%,
2023/04/06,TXO,202304W1,15900.0000,買權,84,115,65,112,9739,-,-,106,114,212,39,,盤後,25,28.74%,
2023/04/06,TXO,202304W1,15900.0000,賣權,100,172,87,105,10562,0,1305,105,106,300,64,,一般,-2,-1.87%,
2023/04/06,TXO,202304W1,15900.0000,賣權,118,138,64,70,7350,-,-,69,71,300,64,,盤後,-37,-34.58%,
2023/04/06,TXO,202304W1,15950.0000,買權,3.9,3.9,0.1,0.1,4521,0,4154,0.1,0.2,181,0.1,,一般,-63.9,-99.84%,
2023/04/06,TXO,202304W1,15950.0000,買權,62,85,46,84,9165,-,-,77,86,181,28.5,,盤後,20,31.25%,
2023/04/06,TXO,202304W1,15950.0000,賣權,140,220,138,155,3226,0,625,154,156,300,84,,一般,21,15.67%,
2023/04/06,TXO,202304W1,15950.0000,賣權,155,170,84,93,2554,-,-,92,93,300,84,,盤後,-41,-30.6%,
2023/04/06,TXO,202304W1,16000.0000,買權,1.4,1.8,0.1,0.1,2619,0,5028,0.1,0.3,164,0.1,,一般,-44.9,-99.78%,
2023/04/06,TXO,202304W1,16000.0000,買權,39,62,31,60,11451,-,-,60,61,164,20.5,,盤後,15,33.33%,
2023/04/06,TXO,202304W1,16000.0000,賣權,186,272,186,204,1318,0,493,204,205,359,112,,一般,39,23.64%,
2023/04/06,TXO,202304W1,16000.0000,賣權,178,205,112,119,2550,-,-,113,125,359,112,,盤後,-46,-27.88%,
2023/04/06,TXO,202304W1,16050.0000,買權,0.7,1,0.1,0.3,1536,0,4734,-,0.1,137,0.1,,一般,-30.2,-99.02%,
2023/04/06,TXO,202304W1,16050.0000,買權,29,45,20,44.5,7942,-,-,44,45,137,13.5,,盤後,14,45.9%,
2023/04/06,TXO,202304W1,16050.0000,賣權,251,320,244,255,258,0,201,254,256,360,144,,一般,55,27.5%,
2023/04/06,TXO,202304W1,16050.0000,賣權,216,240,145,154,642,-,-,141,159,360,144,,盤後,-46,-23%,
2023/04/06,TXO,202304W1,16100.0000,買權,0.9,0.9,0.1,0.2,3859,0,6243,-,0.2,116,0.1,,一般,-19.3,-98.97%,
2023/04/06,TXO,202304W1,16100.0000,買權,17,30,12.5,30,9266,-,-,29.5,30,116,9.9,,盤後,10.5,53.85%,
2023/04/06,TXO,202304W1,16100.0000,賣權,287,361,287,305,230,0,105,301,311,415,177,,一般,65,27.08%,
2023/04/06,TXO,202304W1,16100.0000,賣權,254,285,182,190,415,-,-,180,202,415,177,,盤後,-50,-20.83%,
2023/04/06,TXO,202304W1,16150.0000,買權,0.5,0.7,0.1,0.2,3228,0,6612,-,0.3,92,0.1,,一般,-11.3,-98.26%,
2023/04/06,TXO,202304W1,16150.0000,買權,10.5,19,7.7,18.5,5918,-,-,18.5,19,92,6,,盤後,7,60.87%,
2023/04/06,TXO,202304W1,16150.0000,賣權,367,380,353,353,26,0,42,351,361,450,213,,一般,70,24.73%,
2023/04/06,TXO,202304W1,16150.0000,賣權,295,316,235,260,44,-,-,190,263,450,213,,盤後,-23,-8.13%,
2023/04/06,TXO,202304W1,16200.0000,買權,0.4,0.5,0.1,0.2,3057,0,5379,0.1,0.2,80,0.1,,一般,-6.8,-97.14%,
2023/04/06,TXO,202304W1,16200.0000,買權,6.1,10,4.4,9.9,3549,-,-,9.3,10,80,4.4,,盤後,2.9,41.43%,
2023/04/06,TXO,202304W1,16200.0000,賣權,408,460,401,401,41,0,17,404,412,510,261,,一般,73,22.26%,
2023/04/06,TXO,202304W1,16200.0000,賣權,360,360,279,280,49,-,-,264,410,510,261,,盤後,-48,-14.63%,
2023/04/06,TXO,202304W1,16250.0000,買權,0.3,0.4,0.1,0.2,639,0,3212,0.1,0.2,52,0.1,,一般,-3.5,-94.59%,
2023/04/06,TXO,202304W1,16250.0000,買權,3.3,5.5,2.7,5.5,1613,-,-,4.3,5.7,52,2.7,,盤後,1.8,48.65%,
2023/04/06,TXO,202304W1,16250.0000,賣權,-,-,-,-,0,0,1,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,16250.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,16300.0000,買權,0.2,0.3,0.1,0.2,235,0,3220,0.1,0.3,52,0.1,,一般,-2.1,-91.3%,
2023/04/06,TXO,202304W1,16300.0000,買權,2.2,3.1,1.5,2.8,963,-,-,2.2,3.1,52,1.5,,盤後,0.5,21.74%,
2023/04/06,TXO,202304W1,16300.0000,賣權,500,510,500,510,11,0,28,500,510,570,361,,一般,86,20.28%,
2023/04/06,TXO,202304W1,16300.0000,賣權,457,457,364,364,19,-,-,132,420,570,361,,盤後,-60,-14.15%,
2023/04/06,TXO,202304W1,16350.0000,買權,0.1,0.2,0.1,0.2,144,0,2438,0.1,0.3,21.5,0.1,,一般,-1.3,-86.67%,
2023/04/06,TXO,202304W1,16350.0000,買權,1.2,1.7,1.1,1.5,688,-,-,1.1,1.7,21.5,1.1,,盤後,0,0.00%,
2023/04/06,TXO,202304W1,16350.0000,賣權,600,600,600,600,1,0,2,428,680,600,441,,一般,127,26.85%,
2023/04/06,TXO,202304W1,16350.0000,賣權,441,441,441,441,1,-,-,79,-,550,441,,盤後,-32,-6.77%,
2023/04/06,TXO,202304W1,16400.0000,買權,0.5,0.5,0.1,0.2,90,0,5238,0.1,0.3,33.5,0.1,,一般,-0.8,-80%,
2023/04/06,TXO,202304W1,16400.0000,買權,0.9,1.1,0.4,0.5,246,-,-,0.6,1.2,33.5,0.4,,盤後,-0.5,-50%,
2023/04/06,TXO,202304W1,16400.0000,賣權,650,650,650,650,1,0,2,478,730,650,481,,一般,130,25%,
2023/04/06,TXO,202304W1,16400.0000,賣權,500,500,491,491,2,-,-,100,-,580,481,,盤後,-29,-5.58%,
2023/04/06,TXO,202304W1,16500.0000,買權,0.7,0.7,0.2,0.2,12,0,2907,0.1,0.3,20,0.1,,一般,-0.2,-50%,
2023/04/06,TXO,202304W1,16500.0000,買權,0.4,1,0.1,1,33,-,-,0.3,1,20,0.1,,盤後,0.6,150%,
2023/04/06,TXO,202304W1,16500.0000,賣權,-,-,-,-,0,0,1,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,16500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,16600.0000,買權,0.2,0.2,0.2,0.2,26,0,1388,0.1,0.3,12.5,0.2,,一般,-0.1,-33.33%,
2023/04/06,TXO,202304W1,16600.0000,買權,0.3,0.3,0.3,0.3,12,-,-,-,0.9,12.5,0.3,,盤後,0,0.00%,
2023/04/06,TXO,202304W1,16600.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,16600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,16700.0000,買權,-,-,-,-,0,0,266,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,16700.0000,買權,0.2,0.2,0.2,0.2,7,-,-,-,0.9,10,0.2,,盤後,0,0.00%,
2023/04/06,TXO,202304W1,16700.0000,賣權,-,-,-,-,0,0,1,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,16700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,16800.0000,買權,-,-,-,-,0,0,160,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,16800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,16800.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,16800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,16900.0000,買權,-,-,-,-,0,0,87,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,16900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,16900.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,16900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17000.0000,買權,-,-,-,-,0,0,46,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17000.0000,賣權,-,-,-,-,0,0,2,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17100.0000,買權,-,-,-,-,0,0,11,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17100.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17200.0000,買權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17200.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17300.0000,買權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17300.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17400.0000,買權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17400.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17500.0000,買權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17500.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17600.0000,買權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W1,17600.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W1,17600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W2,14100.0000,買權,-,-,-,-,0,1680,0,-,-,-,-,,一般,-,-,
2023/04/06,TXO,202304W2,14100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/04/06,TXO,202304W2,14100.0000,賣權,0.5,0.5,0.3,0.4,82,0.4,131,-,1,3.5,0.3,,一般,-1.1,-73.33%,
2023/04/06,TXO,202304W2,14100.0000,賣權,1.5,1.5,1.5,1.5,5,-,-,-,1.7,3.5,1.5,,盤後,0,0.00%,
2023/04/06,TXO,202304W2,14200.0000,買權,-,-,-,-,0,1580,0,-,-,-,-,,一般,-,-,
