交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,漲跌價,漲跌%
2023/01/03,TXO,202301W1,13800.0000,賣權,13.5,21,6,6.3,6812,-,-,6.3,7.8,81,6,,盤後,-5.7,-47.5%,
2023/01/03,TXO,202301W1,13850.0000,買權,246,398,165,392,509,401,148,314,419,398,165,,一般,75,23.66%,
2023/01/03,TXO,202301W1,13850.0000,買權,301,318,191,191,63,-,-,190,345,383,191,,盤後,-126,-39.75%,
2023/01/03,TXO,202301W1,13850.0000,賣權,11,24.5,1,1.1,21859,1.1,5543,0.9,1.3,89,1,,一般,-14.9,-93.13%,
2023/01/03,TXO,202301W1,13850.0000,賣權,18.5,28,8,10.5,5576,-,-,8.8,10.5,89,8,,盤後,-5.5,-34.38%,
2023/01/03,TXO,202301W1,13900.0000,買權,209,356,127,356,2648,352,960,264,431,520,127,,一般,84,30.88%,
2023/01/03,TXO,202301W1,13900.0000,買權,261,273,172,257,390,-,-,181,257,520,163,,盤後,-15,-5.51%,
2023/01/03,TXO,202301W1,13900.0000,賣權,16.5,37,1.5,1.6,25419,1.6,9286,1.6,1.7,103,1.5,,一般,-20.9,-92.89%,
2023/01/03,TXO,202301W1,13900.0000,賣權,25,37,13,14.5,12018,-,-,14.5,15,103,13,,盤後,-8,-35.56%,
2023/01/03,TXO,202301W1,13950.0000,買權,171,310,94,307,4395,302,636,261,314,435,94,,一般,75,32.33%,
2023/01/03,TXO,202301W1,13950.0000,買權,215,229,138,211,464,-,-,138,222,435,103,,盤後,-21,-9.05%,
2023/01/03,TXO,202301W1,13950.0000,賣權,22,54,2,2,29949,2,8411,2,2.5,115,2,,一般,-28,-93.33%,
2023/01/03,TXO,202301W1,13950.0000,賣權,32.5,48.5,17.5,19,8482,-,-,18,19,115,17.5,,盤後,-11,-36.67%,
2023/01/03,TXO,202301W1,14000.0000,買權,140,262,67,250,17246,253,2589,241,253,442,67,,一般,56,28.87%,
2023/01/03,TXO,202301W1,14000.0000,買權,170,195,103,158,3150,-,-,157,160,442,103,,盤後,-36,-18.56%,
2023/01/03,TXO,202301W1,14000.0000,賣權,36,75,3.2,3.6,44636,3.6,10741,3.6,3.8,140,3.2,,一般,-36.4,-91%,
2023/01/03,TXO,202301W1,14000.0000,賣權,42,65,25,29,17720,-,-,28.5,32.5,140,25,,盤後,-11,-27.5%,
2023/01/03,TXO,202301W1,14050.0000,買權,99,214,45,203,20661,203,2245,199,205,388,45,,一般,45,28.48%,
2023/01/03,TXO,202301W1,14050.0000,買權,147,157,76,127,3739,-,-,104,124,388,76,,盤後,-31,-19.62%,
2023/01/03,TXO,202301W1,14050.0000,賣權,52,104,5.4,6.4,29194,6.4,7301,6.3,6.5,168,5.4,,一般,-47.6,-88.15%,
2023/01/03,TXO,202301W1,14050.0000,賣權,62,88,34,40.5,11072,-,-,38.5,41.5,168,30.5,,盤後,-13.5,-25%,
2023/01/03,TXO,202301W1,14100.0000,買權,70,169,28,158,33889,158,3430,157,160,358,28,,一般,35,28.46%,
2023/01/03,TXO,202301W1,14100.0000,買權,105,125,52,82,12060,-,-,81,84,358,52,,盤後,-41,-33.33%,
2023/01/03,TXO,202301W1,14100.0000,賣權,68,137,9.4,11,34974,11,9824,11,11.5,198,9.4,,一般,-59,-84.29%,
2023/01/03,TXO,202301W1,14100.0000,賣權,77,114,46,58,16458,-,-,55,58,198,38,,盤後,-12,-17.14%,
2023/01/03,TXO,202301W1,14150.0000,買權,52,127,16.5,115,34726,115,4084,115,118,321,16.5,,一般,22,23.66%,
2023/01/03,TXO,202301W1,14150.0000,買權,85,95,36,62,12481,-,-,60,67,321,36,,盤後,-31,-33.33%,
2023/01/03,TXO,202301W1,14150.0000,賣權,95,176,16,19.5,32810,19.5,8909,18.5,19,231,16,,一般,-70.5,-78.33%,
2023/01/03,TXO,202301W1,14150.0000,賣權,90,148,56,84,7246,-,-,80,85,231,48,,盤後,-6,-6.67%,
2023/01/03,TXO,202301W1,14200.0000,買權,33.5,90,9.5,79,45209,79,5288,78,80,299,9.5,,一般,10,14.49%,
2023/01/03,TXO,202301W1,14200.0000,買權,59,70,22.5,40.5,14686,-,-,40,42.5,299,22.5,,盤後,-28.5,-41.3%,
2023/01/03,TXO,202301W1,14200.0000,賣權,143,218,28,32,27995,32,6828,32,32.5,269,28,,一般,-83,-72.17%,
2023/01/03,TXO,202301W1,14200.0000,賣權,120,184,95,113,6613,-,-,105,113,269,58,,盤後,-2,-1.74%,
2023/01/03,TXO,202301W1,14250.0000,買權,18,59,5.3,50,46718,50,8452,49.5,51,249,5.3,,一般,0,0.00%,
2023/01/03,TXO,202301W1,14250.0000,買權,42,49,14,25.5,13217,-,-,25.5,27,249,14,,盤後,-24.5,-49%,
2023/01/03,TXO,202301W1,14250.0000,賣權,173,264,47,53,14646,53,5207,52,54,308,47,,一般,-91,-63.19%,
2023/01/03,TXO,202301W1,14250.0000,賣權,161,225,130,130,3181,-,-,130,200,308,72,,盤後,-14,-9.72%,
2023/01/03,TXO,202301W1,14300.0000,買權,10.5,35,3.1,29,39093,29,10730,27.5,29,236,3.1,,一般,-4.5,-13.43%,
2023/01/03,TXO,202301W1,14300.0000,買權,28,33.5,9.1,17.5,17971,-,-,17.5,18.5,236,9.1,,盤後,-16,-47.76%,
2023/01/03,TXO,202301W1,14300.0000,賣權,210,309,75,81,6264,81,1581,80,82,347,75,,一般,-99,-55%,
2023/01/03,TXO,202301W1,14300.0000,賣權,195,271,175,176,1934,-,-,175,208,347,87,,盤後,-4,-2.22%,
2023/01/03,TXO,202301W1,14350.0000,買權,6,19.5,2.1,14.5,24969,14.5,8652,14,15.5,205,2.1,,一般,-7.5,-34.09%,
2023/01/03,TXO,202301W1,14350.0000,買權,18,22,6.6,10,13783,-,-,9.7,10,205,6.6,,盤後,-12,-54.55%,
2023/01/03,TXO,202301W1,14350.0000,賣權,264,350,111,118,2505,118,738,116,119,394,104,,一般,-100,-45.87%,
2023/01/03,TXO,202301W1,14350.0000,賣權,233,305,217,221,601,-,-,203,319,394,104,,盤後,3,1.38%,
2023/01/03,TXO,202301W1,14400.0000,買權,5.6,9.5,1.3,7,18209,7,8527,7,7.4,175,1.3,,一般,-6,-46.15%,
2023/01/03,TXO,202301W1,14400.0000,買權,12.5,14,4.3,5.8,8535,-,-,5.6,6.3,175,4.3,,盤後,-7.2,-55.38%,
2023/01/03,TXO,202301W1,14400.0000,賣權,315,408,153,160,901,160,452,157,164,439,123,,一般,-100,-38.46%,
2023/01/03,TXO,202301W1,14400.0000,賣權,268,359,259,271,137,-,-,251,360,439,123,,盤後,11,4.23%,
2023/01/03,TXO,202301W1,14450.0000,買權,1.7,4.5,0.9,2.7,7832,2.7,4504,2.7,3.4,142,0.9,,一般,-5.3,-66.25%,
2023/01/03,TXO,202301W1,14450.0000,買權,6.9,8.3,2.7,3.9,4032,-,-,3,3.8,142,2.7,,盤後,-4.1,-51.25%,
2023/01/03,TXO,202301W1,14450.0000,賣權,369,448,197,209,168,209,83,203,215,473,149,,一般,-94,-31.02%,
2023/01/03,TXO,202301W1,14450.0000,賣權,337,363,310,358,39,-,-,200,427,473,149,,盤後,55,18.15%,
2023/01/03,TXO,202301W1,14500.0000,買權,1.7,2.3,0.5,1.6,8891,1.6,6127,1.1,1.7,124,0.5,,一般,-3.3,-67.35%,
2023/01/03,TXO,202301W1,14500.0000,買權,4.8,5.2,2.1,2.2,4185,-,-,2.2,2.5,124,2.1,,盤後,-2.7,-55.1%,
2023/01/03,TXO,202301W1,14500.0000,賣權,416,492,250,250,118,250,73,247,270,520,177,,一般,-100,-28.57%,
2023/01/03,TXO,202301W1,14500.0000,賣權,360,440,360,440,52,-,-,101,432,520,177,,盤後,90,25.71%,
2023/01/03,TXO,202301W1,14550.0000,買權,1.3,1.3,0.4,0.9,2377,0.9,3689,0.6,0.9,101,0.4,,一般,-2.3,-71.88%,
2023/01/03,TXO,202301W1,14550.0000,買權,1.9,3.4,1.1,1.1,1511,-,-,1.2,1.7,101,1.1,,盤後,-2.1,-65.63%,
2023/01/03,TXO,202301W1,14550.0000,賣權,520,525,300,300,8,300,55,221,387,580,208,,一般,-100,-25%,
2023/01/03,TXO,202301W1,14550.0000,賣權,414,455,414,455,4,-,-,48.5,520,580,208,,盤後,55,13.75%,
2023/01/03,TXO,202301W1,14600.0000,買權,1.1,1.1,0.3,0.6,1911,0.6,2963,0.6,0.7,82,0.3,,一般,-1.4,-70%,
2023/01/03,TXO,202301W1,14600.0000,買權,2,2.3,0.6,1.2,1388,-,-,0.7,1.3,82,0.6,,盤後,-0.8,-40%,
2023/01/03,TXO,202301W1,14600.0000,賣權,525,550,355,365,35,350,28,301,436,605,256,,一般,-85,-18.89%,
2023/01/03,TXO,202301W1,14600.0000,賣權,489,510,453,510,6,-,-,100,-,605,256,,盤後,60,13.33%,
2023/01/03,TXO,202301W1,14650.0000,買權,0.6,0.7,0.3,0.5,155,0.5,3044,0.4,0.6,65,0.3,,一般,-0.7,-58.33%,
2023/01/03,TXO,202301W1,14650.0000,買權,1.5,1.5,0.6,0.6,1577,-,-,0.6,1.1,65,0.6,,盤後,-0.6,-50%,
2023/01/03,TXO,202301W1,14650.0000,賣權,-,-,-,-,0,400,2,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,14650.0000,賣權,565,565,565,565,1,-,-,470,-,565,379,,盤後,65,13%,
2023/01/03,TXO,202301W1,14700.0000,買權,0.3,0.6,0.2,0.3,123,0.3,2359,0.3,0.6,52,0.2,,一般,-0.7,-70%,
2023/01/03,TXO,202301W1,14700.0000,買權,1.1,1.1,0.5,0.9,135,-,-,0.5,0.9,52,0.5,,盤後,-0.1,-10%,
2023/01/03,TXO,202301W1,14700.0000,賣權,-,-,-,-,0,450,11,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,14700.0000,賣權,575,615,575,610,3,-,-,100,-,685,341,,盤後,60,10.91%,
2023/01/03,TXO,202301W1,14750.0000,買權,0.4,0.4,0.2,0.3,60,0.3,1104,-,0.3,21.5,0.1,,一般,-0.7,-70%,
2023/01/03,TXO,202301W1,14750.0000,買權,0.9,0.9,0.1,0.1,45,-,-,0.1,0.9,21.5,0.1,,盤後,-0.9,-90%,
2023/01/03,TXO,202301W1,14750.0000,賣權,-,-,-,-,0,500,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,14750.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,14800.0000,買權,0.3,0.4,0.1,0.1,657,0.3,2959,0.2,0.3,46,0.1,,一般,-0.7,-87.5%,
2023/01/03,TXO,202301W1,14800.0000,買權,0.5,0.7,0.3,0.3,8,-,-,0.2,0.7,46,0.3,,盤後,-0.5,-62.5%,
2023/01/03,TXO,202301W1,14800.0000,賣權,735,735,710,710,3,550,1,470,635,810,420,,一般,60,9.23%,
2023/01/03,TXO,202301W1,14800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,14850.0000,買權,0.2,0.3,0.2,0.3,6,0.3,875,-,0.4,11.5,0.2,,一般,-0.1,-25%,
2023/01/03,TXO,202301W1,14850.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,14850.0000,賣權,-,-,-,-,0,600,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,14850.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,14900.0000,買權,0.1,0.5,0.1,0.2,205,0.2,918,0.1,0.3,17.5,0.1,,一般,-0.1,-33.33%,
2023/01/03,TXO,202301W1,14900.0000,買權,0.4,0.4,0.1,0.1,12,-,-,-,0.5,17.5,0.1,,盤後,-0.2,-66.67%,
2023/01/03,TXO,202301W1,14900.0000,賣權,-,-,-,-,0,650,2,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,14900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15000.0000,買權,0.1,0.4,0.1,0.2,92,0.2,475,-,0.3,14.5,0.1,,一般,-0.1,-33.33%,
2023/01/03,TXO,202301W1,15000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15000.0000,賣權,-,-,-,-,0,750,1,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15100.0000,買權,0.4,0.4,0.2,0.3,17,0.2,157,-,0.3,11,0.2,,一般,0,0.00%,
2023/01/03,TXO,202301W1,15100.0000,買權,0.2,0.2,0.2,0.2,1,-,-,-,0.7,11,0.2,,盤後,-0.1,-33.33%,
2023/01/03,TXO,202301W1,15100.0000,賣權,-,-,-,-,0,850,1,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15200.0000,買權,0.2,0.2,0.2,0.2,3,0.2,36,-,0.3,4.8,0.1,,一般,0,0.00%,
2023/01/03,TXO,202301W1,15200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15200.0000,賣權,-,-,-,-,0,950,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15300.0000,買權,-,-,-,-,0,0.1,118,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15300.0000,賣權,-,-,-,-,0,1050,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15400.0000,買權,-,-,-,-,0,0.1,2,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15400.0000,賣權,-,-,-,-,0,1150,1,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15500.0000,買權,0.1,0.1,0.1,0.1,1,0.1,3,-,0.3,1.6,0.1,,一般,0,-,
2023/01/03,TXO,202301W1,15500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15500.0000,賣權,-,-,-,-,0,1250,1,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15600.0000,買權,-,-,-,-,0,0.1,13,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15600.0000,賣權,-,-,-,-,0,1350,1,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15700.0000,買權,-,-,-,-,0,0.1,1,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15700.0000,賣權,-,-,-,-,0,1450,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15800.0000,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15800.0000,賣權,-,-,-,-,0,1550,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W1,15900.0000,買權,0.4,0.4,0.1,0.3,9,0.1,23,-,0.3,1.9,0.1,,一般,0.2,-,
2023/01/03,TXO,202301W1,15900.0000,買權,0.1,0.1,0.1,0.1,35,-,-,-,0.2,1.9,0.1,,盤後,0,-,
2023/01/03,TXO,202301W1,15900.0000,賣權,-,-,-,-,0,1650,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W1,15900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W2,12600.0000,買權,-,-,-,-,0,1650,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W2,12600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W2,12600.0000,賣權,1.6,1.6,0.9,1,50,1,103,0.7,1.2,2.2,0.9,,一般,-0.8,-44.44%,
2023/01/03,TXO,202301W2,12600.0000,賣權,2.2,2.2,2.2,2.2,8,-,-,1.3,2.2,2.2,1.6,,盤後,0.4,22.22%,
2023/01/03,TXO,202301W2,12700.0000,買權,-,-,-,-,0,1550,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W2,12700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W2,12700.0000,賣權,2,2.3,1.4,1.4,77,1.2,93,-,1.2,5,1.4,,一般,-0.7,-33.33%,
2023/01/03,TXO,202301W2,12700.0000,賣權,2.1,2.1,2.1,2.1,23,-,-,1.6,20,5,2.1,,盤後,0,0.00%,
2023/01/03,TXO,202301W2,12800.0000,買權,-,-,-,-,0,1450,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W2,12800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W2,12800.0000,賣權,1.3,1.4,1.3,1.4,10,1.4,168,-,5,9.9,1.3,,一般,-0.9,-39.13%,
2023/01/03,TXO,202301W2,12800.0000,賣權,2.7,2.7,2.7,2.7,1,-,-,1,5,9.9,2.1,,盤後,0.4,17.39%,
2023/01/03,TXO,202301W2,12900.0000,買權,-,-,-,-,0,1350,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W2,12900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W2,12900.0000,賣權,3,3.3,1.7,1.8,52,1.5,103,-,1.5,9.7,1.7,,一般,-1.4,-43.75%,
2023/01/03,TXO,202301W2,12900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W2,13000.0000,買權,-,-,-,-,0,1250,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W2,13000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W2,13000.0000,賣權,4.9,4.9,1.8,1.9,114,1.9,149,0.4,3.4,11,1.8,,一般,-1.6,-45.71%,
2023/01/03,TXO,202301W2,13000.0000,賣權,4.1,5,4.1,5,27,-,-,1.9,5,11,3.5,,盤後,1.5,42.86%,
2023/01/03,TXO,202301W2,13100.0000,買權,-,-,-,-,0,1150,0,-,-,-,-,,一般,-,-,
2023/01/03,TXO,202301W2,13100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-,
2023/01/03,TXO,202301W2,13100.0000,賣權,5.8,6.3,2.2,2.2,163,2.2,169,2.1,2.7,16,2.2,,一般,-2,-47.62%,
2023/01/03,TXO,202301W2,13100.0000,賣權,6,7.2,4.6,5.1,23,-,-,3.1,7,16,4,,盤後,0.9,21.43%,
