Date,SMA,WMA,MOM,K,D,RSI,MACD,WILLR,AD,CCI
2003/08/15,-1.167625960364089,-1.1197752888051127,0.6888204435795467,1.34269999366073,-0.34281027804536485,0.8260093963628116,-0.8608775088801399,1.3426999936607298,-0.040097942409661996,1.4949541940486564
2003/08/18,-1.129774430860055,-1.0637132998948224,1.0154552177387581,1.6150376228375545,0.10176508372098227,1.2541379517955165,-0.6380284175116594,1.6150376228375545,-1.5532509575578135,1.2634795809517765
2003/08/19,-1.0919229013560217,-1.0072896207334983,1.0154552177387581,1.3086577900136247,0.44648465134059107,1.407325076659906,-0.43087807532685923,1.3086577900136247,-0.25626126923105885,1.1875775808718498
2003/08/20,-1.040126071508396,-0.9432704463004565,1.3965291209245076,1.5189184595986767,0.9049529931621374,1.689686879178673,-0.21279526700066242,1.5189184595986767,-1.048866198855524,1.0996522033278673
2003/08/21,-0.9903214274241411,-0.8886552183943028,1.3420899918979714,1.5189184595986767,1.2888379683715654,1.689686879178673,-0.03981789760375787,1.5189184595986767,-0.9479894488685681,0.9241293288131396
2003/08/22,-0.9205949257061838,-0.8141470266812724,1.8864812821633254,1.3922159262383327,1.7041317142799473,2.166430719588084,0.19822017508765674,1.392215926238333,-0.8548714341432813,1.1648994556285515
2003/08/25,-0.8329387521178955,-0.7233627736717051,2.3764334434021435,1.4729484250061677,2.0434886059802166,2.4948201184864685,0.48451904867715223,1.4729484250061675,-0.8807375723368255,1.4629918065846914
2003/08/26,-0.7632122503999381,-0.6593435992386641,1.8864812821633254,1.216494750871468,2.0871038499862573,2.00344476036931,0.6646063359369584,1.216494750871468,0.8677950771992324,1.1795570046418549
2003/08/27,-0.7054388632622032,-0.6079835835918167,1.5598465080041122,0.9446680740945984,2.016451515517514,2.00344476036931,0.7978162560318437,0.9446680740945984,1.4730588556162982,1.0039695531406514
2003/08/28,-0.6436811045977265,-0.5454111701629123,1.6687247660571847,1.422799296359796,1.988665555407117,2.291536053525627,0.9695590632461163,1.422799296359796,-1.048866198855509,0.90563420695239
2003/08/29,-0.5898920889867313,-0.5049018620470896,1.450968249951042,1.1198782970615078,1.9564591016427932,1.7878019993936773,1.054366925117139,1.119878297061508,0.8677950771992324,0.7098094959595093
2003/09/01,-0.5440718164292165,-0.47054128819884733,1.233211733844901,0.82278270159588,1.84194726603631,1.8469720883380238,1.1212823784493555,0.8227827015958796,1.4730588556162982,0.7730934640570496
2003/09/02,-0.49028280081822123,-0.4227981750623415,1.450968249951042,1.3971675194960906,1.8547403851704716,2.167334781604276,1.2373988527593482,1.3971675194960909,-1.5532509575578135,0.8120136101107421
2003/09/03,-0.42852504215374604,-0.35588547862102726,1.6687247660571827,1.6150376228375545,1.8686333652256695,2.487042955722067,1.4163326144811037,1.6150376228375545,-1.5532509575578135,1.4751771464063683
2003/09/04,-0.36278291196252976,-0.2929513749410876,1.7776030241102532,0.8888039450326866,1.7775571626415911,2.5548748349987758,1.5656648376322297,0.8888039450326863,1.197940719596466,1.8391522749895284
2003/09/05,-0.31497045364164455,-0.24556995205561633,1.2876508628714372,0.5577268272098805,1.6569408357987336,2.3760705130209843,1.6517140650159827,0.5577268272098805,-0.1776551189806783,1.008910146861721
2003/09/08,-0.26915018108412986,-0.18155077762257457,1.233211733844901,1.1044045681310066,1.6036718280327422,2.6301679404204252,1.789572954205872,1.1044045681310066,-0.7126087590086524,1.0541186930324735
2003/09/09,-0.23727520887020592,-0.16201950406673085,0.8521378306591534,-0.2005465716746151,1.3988539106878124,1.1968752905292201,1.7489140965466288,-0.2005465716746151,1.4730611253475232,0.7888159361400505
2003/09/10,-0.21934553699987344,-0.17359359209982386,0.4710639274734059,-0.9060307158279154,1.1313555210828876,0.45403764714545547,1.6072433715424954,-0.9060307158279151,0.8005458907156509,-0.30021816096199627
2003/09/12,-0.21137679394639353,-0.18480598988188163,0.19886828234072695,-0.8840606213733174,0.797923999758127,0.5299914778178979,1.4904177502981681,-0.8840606213733173,0.46428807725138665,-0.38763744224078467
2003/09/15,-0.19543930783943156,-0.19384824615773447,0.4166247984468697,-0.9381276506951854,0.5004616142959726,0.6104490803460965,1.394389012298635,-0.9381276506951853,-1.048866198855509,-0.5982105291731283
2003/09/16,-0.16157214986213853,-0.16961499933844779,0.9065769596856876,0.08313845871791037,0.3935540802727324,1.2956260922422236,1.4309158195662648,0.0831384587179106,-1.5532509575578135,0.19261537107948662
2003/09/17,-0.14762684951854566,-0.16599809682810623,0.3621856694203355,-0.454728358906318,0.12588266454257785,0.8445432632282598,1.3917312212790287,-0.454728358906318,0.3381926756760047,0.0893275957894798
2003/09/18,-0.1575877783353968,-0.17938063611636965,-0.291083878898091,-0.8904685655892413,-0.23626101556292584,0.4272385265703614,1.2936751183352748,-0.8904685655892415,0.46428807725138665,-0.4611178584624797
2003/09/19,-0.16555652138887744,-0.18010401661843795,-0.2366447498715548,-0.5636634105770499,-0.44619938084147903,0.658478718947339,1.2401866682855591,-0.5636634105770499,0.3381926756760047,0.06566525697433427
2003/09/22,-0.17153307867898826,-0.17938063611636965,-0.18220562084502054,-0.5636634105770499,-0.6082841481521267,0.658478718947339,1.1838363345641738,-0.5636634105770499,0.4642880772513806,0.10269694540172108
2003/09/23,-0.18747056478595023,-0.17033837984051609,-0.45440126597769764,-0.34579330723559026,-0.817894484734932,0.8263333430725626,1.151478696954055,-0.34579330723559026,-0.25626126923105885,0.41653560645234416
